时间,     温度,          热重
24.8,   371.37051,   -0.19962     
24.9,   371.49548,   -0.19988     
24.9,   371.74640,   -0.20048     
24.9,   372.05170,   -0.20144     
24.9,   372.40433,   -0.20278     
24.9,   372.63251,   -0.20386     
24.9,   372.86285,   -0.20505     
25.0,   373.10495,   -0.20627     
25.0,   373.41452,   -0.20773     
25.0,   373.78824,   -0.20936     
25.0,   374.02942,   -0.21026     
25.0,   374.38272,   -0.21141     
25.0,   374.67218,   -0.21215     
25.1,   374.78748,   -0.21239     
25.1,   375.02377,   -0.21278     
25.1,   375.39447,   -0.21341     
25.1,   375.70822,   -0.21394     
25.1,   375.95361,   -0.21434     
25.1,   376.19473,   -0.21461     
25.2,   376.49097,   -0.21325     
25.2,   376.78049,   -0.20469     
25.2,   377.07739,   -0.18691     
25.2,   377.38464,   -0.16370     
25.2,   377.69501,   -0.13896     
25.2,   377.99982,   -0.11512     
25.3,   378.11880,   -0.10595     
25.3,   378.41196,   -0.08369     
25.3,   378.70221,   -0.06453     
25.3,   378.99759,   -0.04247     
25.3,   379.24210,   -0.02127     
25.3,   379.48975,   0.00107      
25.4,   379.80377,   0.02889      
25.4,   380.04819,   0.05005      
25.4,   380.40063,   0.07792      
25.4,   380.63321,   0.09038      
25.4,   380.92615,   0.09871      
25.4,   381.29181,   0.10050      
25.5,   381.53976,   0.09851      
25.5,   381.91428,   0.09268      
25.5,   381.97540,   0.09151      
25.5,   382.33337,   0.08390      
25.5,   382.56583,   0.07857      
25.5,   382.89301,   0.07043      
25.6,   383.17944,   0.06404      
25.6,   383.30487,   0.06174      
25.6,   383.69720,   0.05553      
25.6,   383.95483,   0.05192      
25.6,   384.32068,   0.04747      
25.6,   384.61526,   0.04458      
25.7,   384.84894,   0.04289      
25.7,   385.21375,   0.04079      
25.7,   385.33789,   0.03983      
25.7,   385.64874,   0.03632      
25.7,   385.89761,   0.03320      
25.7,   386.25946,   0.03024      
25.8,   386.55133,   0.02873      
25.8,   386.72351,   0.02786      
25.8,   387.01224,   0.02526      
25.8,   387.31622,   0.02142      
25.8,   387.62823,   0.01765      
25.8,   387.93967,   0.01528      
25.9,   388.18100,   0.01529      
25.9,   388.53564,   0.01884      
25.9,   388.65228,   0.02064      
25.9,   388.94223,   0.02597      
25.9,   389.18042,   0.02984      
25.9,   389.54950,   0.03328      
26.0,   389.86511,   0.03404      
26.0,   390.10922,   0.03244      
26.0,   390.40225,   0.02736      
26.0,   390.63501,   0.02112      
26.0,   390.92380,   0.01194      
26.0,   391.15942,   0.00446      
26.1,   391.52774,   -0.00653     
26.1,   391.83929,   -0.01471     
26.1,   392.08374,   -0.02028     
26.1,   392.43948,   -0.02768     
26.1,   392.55707,   -0.02986     
26.1,   392.84802,   -0.03453     
26.2,   393.08057,   -0.03770     
26.2,   393.44757,   -0.04170     
26.2,   393.76166,   -0.04446     
26.2,   393.94995,   -0.04565     
26.2,   394.25223,   -0.04641     
26.2,   394.48755,   -0.04471     
26.3,   394.83649,   -0.04088     
26.3,   395.12534,   -0.03941     
26.3,   395.35437,   -0.03971     
26.3,   395.69672,   -0.04168     
26.3,   395.81195,   -0.04254     
26.3,   396.10422,   -0.04488     
26.4,   396.34412,   -0.04679     
26.4,   396.70993,   -0.04978     
26.4,   397.02115,   -0.05215     
26.4,   397.26419,   -0.05402     
26.4,   397.50070,   -0.05601     
26.4,   397.73358,   -0.05778     
26.5,   398.08386,   -0.05980     
26.5,   398.38522,   -0.06019     
26.5,   398.62939,   -0.05941     
26.5,   399.00250,   -0.05727     
26.5,   399.24844,   -0.05631     
26.5,   399.42834,   -0.05584     
26.6,   399.66409,   -0.05549     
26.6,   400.01212,   -0.05551     
26.6,   400.25034,   -0.05582     
26.6,   400.55704,   -0.05641     
26.6,   400.80545,   -0.05700     
26.6,   401.05417,   -0.05764     
26.7,   401.41809,   -0.05869     
26.7,   401.71558,   -0.05974     
26.7,   401.94824,   -0.06070     
26.7,   402.29883,   -0.06236     
26.7,   402.58838,   -0.06407     
26.7,   402.87222,   -0.06580     
26.8,   403.16043,   -0.06750     
26.8,   403.27979,   -0.06815     
26.8,   403.58417,   -0.06973     
26.8,   403.89645,   -0.07127     
26.8,   404.20844,   -0.07262     
26.8,   404.50684,   -0.07393     
26.9,   404.62396,   -0.07436     
26.9,   404.91595,   -0.07523     
26.9,   405.27142,   -0.07533     
26.9,   405.51630,   -0.07444     
26.9,   405.82993,   -0.07299     
26.9,   406.20444,   -0.07077     
27.0,   406.32556,   -0.07029     
27.0,   406.80148,   -0.07052     
27.0,   406.86005,   -0.07086     
27.0,   407.20972,   -0.07391     
27.0,   407.45129,   -0.07647     
27.0,   407.70096,   -0.07919     
27.1,   408.01801,   -0.08258     
27.1,   408.26480,   -0.08519     
27.1,   408.62341,   -0.08848     
27.1,   408.92059,   -0.09080     
27.1,   409.21320,   -0.09297     
27.1,   409.50452,   -0.09537     
27.2,   409.79526,   -0.09825     
27.2,   410.08212,   -0.10121     
27.2,   410.19781,   -0.10229     
27.2,   410.49963,   -0.10481     
27.2,   410.81110,   -0.10725     
27.2,   411.12540,   -0.10957     
27.3,   411.42978,   -0.11174     
27.3,   411.66742,   -0.11327     
27.3,   411.90259,   -0.11466     
27.3,   412.19632,   -0.11646     
27.3,   412.43765,   -0.11789     
27.3,   412.81000,   -0.12001     
27.4,   413.06403,   -0.12132     
27.4,   413.37543,   -0.12282     
27.4,   413.73355,   -0.12460     
27.4,   413.85071,   -0.12523     
27.4,   414.08337,   -0.12659     
27.4,   414.37320,   -0.12842     
27.5,   414.72134,   -0.12997     
27.5,   414.95245,   -0.13038     
27.5,   415.18497,   -0.13004     
27.5,   415.42673,   -0.12942     
27.5,   415.73639,   -0.12896     
27.5,   416.11444,   -0.12939     
27.6,   416.36261,   -0.13015     
27.6,   416.72375,   -0.13151     
27.6,   417.01666,   -0.13251     
27.6,   417.13351,   -0.13272     
27.6,   417.36758,   -0.13185     
27.6,   417.71902,   -0.12333     
27.7,   418.00745,   -0.10989     
27.7,   418.23724,   -0.09723     
27.7,   418.47714,   -0.08676     
27.7,   418.78659,   -0.07941     
27.7,   419.09912,   -0.07900     
27.7,   419.40762,   -0.08481     
27.8,   419.70630,   -0.09393     
27.8,   419.99860,   -0.10399     
27.8,   420.28879,   -0.11301     
27.8,   420.52899,   -0.11768     
27.8,   420.71338,   -0.11990     
27.8,   421.02930,   -0.12197     
27.9,   421.34686,   -0.12333     
27.9,   421.58929,   -0.12490     
27.9,   421.94025,   -0.12672     
27.9,   422.11469,   -0.12703     
27.9,   422.34659,   -0.12614     
27.9,   422.69098,   -0.12340     
28.0,   422.92123,   -0.12209     
28.0,   423.21124,   -0.12135     
28.0,   423.56860,   -0.12160     
28.0,   423.81287,   -0.12222     
28.0,   424.18591,   -0.12370     
28.0,   424.49219,   -0.12602     
28.1,   424.61115,   -0.12723     
28.1,   424.84497,   -0.12995     
28.1,   425.19376,   -0.13479     
28.1,   425.36853,   -0.13768     
28.1,   425.65805,   -0.14317     
28.1,   425.94443,   -0.14924     
28.2,   426.17383,   -0.15436     
28.2,   426.46658,   -0.16167     
28.2,   426.83701,   -0.17215     
28.2,   427.14899,   -0.18131     
28.2,   427.39661,   -0.18845     
28.2,   427.75589,   -0.19842     
28.3,   427.87463,   -0.20163     
28.3,   428.16934,   -0.20951     
28.3,   428.40115,   -0.21537     
28.3,   428.74554,   -0.22200     
28.3,   428.97711,   -0.22427     
28.3,   429.20782,   -0.22441     
28.4,   429.49634,   -0.22101     
28.4,   429.73444,   -0.21624     
28.4,   430.10809,   -0.20755     
28.4,   430.42361,   -0.20161     
28.4,   430.66617,   -0.19895     
28.4,   431.02457,   -0.19798     
28.5,   431.14188,   -0.19831     
28.5,   431.42999,   -0.20001     
28.5,   431.65762,   -0.20197     
28.5,   432.00119,   -0.20533     
28.5,   432.28741,   -0.20837     
28.5,   432.46039,   -0.21020     
28.6,   432.75958,   -0.21329     
28.6,   433.00598,   -0.21585     
28.6,   433.38083,   -0.22086     
28.6,   433.68503,   -0.22787     
28.6,   433.98190,   -0.23691     
28.6,   434.21432,   -0.24424     
28.7,   434.56564,   -0.25423     
28.7,   434.68359,   -0.25700     
28.7,   434.97708,   -0.26192     
28.7,   435.20892,   -0.26417     
28.7,   435.55801,   -0.26608     
28.7,   435.86133,   -0.26742     
28.8,   436.04718,   -0.26816     
28.8,   436.35971,   -0.26891     
28.8,   436.60361,   -0.26901     
28.8,   436.96027,   -0.26913     
28.8,   437.25253,   -0.27056     
28.8,   437.48553,   -0.27303     
28.9,   437.83673,   -0.27801     
28.9,   438.13101,   -0.28260     
28.9,   438.24731,   -0.28445     
28.9,   438.47644,   -0.28814     
28.9,   438.82001,   -0.29354     
28.9,   439.10999,   -0.29772     
29.0,   439.34262,   -0.30077     
29.0,   439.63843,   -0.30436     
29.0,   439.88382,   -0.30707     
29.0,   440.19772,   -0.31014     
29.0,   440.42374,   -0.31245     
29.0,   440.78641,   -0.31563     
29.1,   441.04034,   -0.31759     
29.1,   441.40363,   -0.32028     
29.1,   441.64105,   -0.32189     
29.1,   441.81772,   -0.32303     
29.1,   442.05139,   -0.32451     
29.1,   442.39957,   -0.32653     
29.2,   442.63861,   -0.32783     
29.2,   442.88733,   -0.32921     
29.2,   443.20444,   -0.33094     
29.2,   443.45914,   -0.33234     
29.2,   443.82605,   -0.33373     
29.2,   444.06476,   -0.33415     
29.3,   444.35822,   -0.33446     
29.3,   444.70911,   -0.33625     
29.3,   444.94229,   -0.34027     
29.3,   445.28900,   -0.35411     
29.3,   445.57700,   -0.37353     
29.3,   445.69244,   -0.38282     
29.4,   445.92392,   -0.40278     
29.4,   446.27829,   -0.43368     
29.4,   446.57208,   -0.45782     
29.4,   446.81363,   -0.47527     
29.4,   447.06412,   -0.49105     
29.4,   447.38293,   -0.50848     
29.5,   447.69659,   -0.52236     
29.5,   448.00052,   -0.53507     
29.5,   448.29984,   -0.54650     
29.5,   448.59457,   -0.55647     
29.5,   448.71063,   -0.56010     
29.5,   448.99915,   -0.56838     
29.6,   449.28949,   -0.57570     
29.6,   449.58362,   -0.58220     
29.6,   449.88690,   -0.58811     
29.6,   450.13483,   -0.59244     
29.6,   450.38681,   -0.59646     
29.6,   450.70163,   -0.60097     
29.7,   450.94501,   -0.60435     
29.7,   451.29932,   -0.60924     
29.7,   451.53284,   -0.61236     
29.7,   451.82410,   -0.61613     
29.7,   452.17084,   -0.62045     
29.7,   452.28598,   -0.62178     
29.8,   452.51709,   -0.62422     
29.8,   452.80951,   -0.62678     
29.8,   453.17627,   -0.62923     
29.8,   453.42273,   -0.63070     
29.8,   453.64536,   -0.63214     
29.8,   453.87872,   -0.63354     
29.9,   454.18710,   -0.63553     
29.9,   454.56479,   -0.63817     
29.9,   454.81158,   -0.63988     
29.9,   455.17285,   -0.64264     
29.9,   455.46854,   -0.64501     
29.9,   455.70453,   -0.64678     
30.0,   456.06030,   -0.64954     
30.0,   456.17905,   -0.65050     
30.0,   456.47122,   -0.65280     
30.0,   456.70105,   -0.65468     
30.0,   457.04904,   -0.65789     
30.0,   457.22342,   -0.65955     
30.1,   457.51288,   -0.66218     
30.1,   457.80884,   -0.66480     
30.1,   458.11905,   -0.66757     
30.1,   458.43506,   -0.67023     
30.1,   458.75079,   -0.67278     
30.1,   458.99692,   -0.67478     
30.2,   459.35736,   -0.67779     
30.2,   459.47559,   -0.67883     
30.2,   459.77014,   -0.68152     
30.2,   460.00427,   -0.68366     
30.2,   460.35416,   -0.68678     
30.2,   460.64655,   -0.68961     
30.3,   460.88095,   -0.69194     
30.3,   461.05737,   -0.69367     
30.3,   461.41064,   -0.69729     
30.3,   461.70270,   -0.70041     
30.3,   461.93298,   -0.70285     
30.3,   462.28366,   -0.70650     
30.4,   462.51956,   -0.70892     
30.4,   462.87436,   -0.71224     
30.4,   462.99765,   -0.71321     
30.4,   463.31442,   -0.71536     
30.4,   463.57123,   -0.71681     
30.4,   463.94238,   -0.71882     
30.5,   464.24033,   -0.72073     
30.5,   464.47678,   -0.72239     
30.5,   464.71188,   -0.72417     
30.5,   464.94638,   -0.72605     
30.5,   465.29913,   -0.72903     
30.5,   465.59329,   -0.73153     
30.6,   465.82541,   -0.73347     
30.6,   466.16913,   -0.73647     
30.6,   466.28445,   -0.73753     
30.6,   466.57541,   -0.74017     
30.6,   466.81107,   -0.74218     
30.6,   467.18039,   -0.74506     
30.7,   467.43576,   -0.74700     
30.7,   467.69507,   -0.74904     
30.7,   468.00870,   -0.75169     
30.7,   468.25165,   -0.75375     
30.7,   468.61078,   -0.75697     
30.7,   468.90692,   -0.75990     
30.8,   469.13815,   -0.76215     
30.8,   469.48755,   -0.76554     
30.8,   469.78101,   -0.76852     
30.8,   469.89685,   -0.76969     
30.8,   470.36044,   -0.77440     
30.8,   470.47668,   -0.77562     
30.9,   470.76886,   -0.77861     
30.9,   471.06229,   -0.78152     
30.9,   471.23816,   -0.78327     
30.9,   471.47275,   -0.78557     
30.9,   471.82669,   -0.78937     
30.9,   472.13373,   -0.79317     
31.0,   472.38455,   -0.79633     
31.0,   472.76465,   -0.80085     
31.0,   473.07379,   -0.80440     
31.0,   473.31555,   -0.80712     
31.0,   473.67276,   -0.81068     
31.0,   473.79156,   -0.81180     
31.1,   474.08679,   -0.81467     
31.1,   474.32187,   -0.81694     
31.1,   474.67133,   -0.82044     
31.1,   474.90182,   -0.82290     
31.1,   475.13467,   -0.82591     
31.1,   475.42865,   -0.83113     
31.2,   475.66354,   -0.83595     
31.2,   476.01917,   -0.84206     
31.2,   476.25964,   -0.84459     
31.2,   476.55585,   -0.84637     
31.2,   476.90457,   -0.84721     
31.2,   477.02081,   -0.84734     
31.3,   477.25345,   -0.84761     
31.3,   477.54236,   -0.84801     
31.3,   477.89322,   -0.84862     
31.3,   478.13763,   -0.84930     
31.3,   478.39063,   -0.85024     
31.3,   478.71033,   -0.85168     
31.4,   478.95950,   -0.85307     
31.4,   479.32297,   -0.85595     
31.4,   479.62350,   -0.85885     
31.4,   479.92001,   -0.86174     
31.4,   480.21497,   -0.86438     
31.4,   480.33273,   -0.86538     
31.5,   480.62555,   -0.86789     
31.5,   480.91696,   -0.87058     
31.5,   481.20688,   -0.87326     
31.5,   481.49786,   -0.87606     
31.5,   481.67395,   -0.87785     
31.5,   481.96741,   -0.88084     
31.6,   482.20258,   -0.88315     
31.6,   482.49625,   -0.88597     
31.6,   482.79373,   -0.88870     
31.6,   483.14554,   -0.89187     
31.6,   483.37625,   -0.89393     
31.6,   483.72714,   -0.89719     
31.7,   484.02280,   -0.90011     
31.7,   484.14496,   -0.90134     
31.7,   484.39429,   -0.90385     
31.7,   484.77792,   -0.90779     
31.7,   485.08780,   -0.91105     
31.7,   485.32611,   -0.91358     
31.8,   485.56369,   -0.91614     
31.8,   485.86142,   -0.91922     
31.8,   486.15521,   -0.92224     
31.8,   486.44809,   -0.92518     
31.8,   486.74271,   -0.92811     
31.8,   487.03424,   -0.93106     
31.9,   487.32336,   -0.93395     
31.9,   487.43875,   -0.93510     
31.9,   487.72766,   -0.93792     
31.9,   488.01767,   -0.94081     
31.9,   488.31000,   -0.94387     
31.9,   488.54431,   -0.94646     
32.0,   488.77905,   -0.94907     
32.0,   489.07471,   -0.95233     
32.0,   489.30957,   -0.95494     
32.0,   489.65811,   -0.95902     
32.0,   489.88907,   -0.96171     
32.0,   490.17834,   -0.96490     
32.1,   490.52640,   -0.96885     
32.1,   490.75925,   -0.97146     
32.1,   491.11542,   -0.97547     
32.1,   491.17709,   -0.97616     
32.1,   491.55518,   -0.98032     
32.1,   491.80914,   -0.98319     
32.2,   492.18246,   -0.98761     
32.2,   492.48276,   -0.99133     
32.2,   492.71982,   -0.99439     
32.2,   492.95651,   -0.99745     
32.2,   493.19406,   -1.00051     
32.2,   493.55029,   -1.00515     
32.3,   493.84589,   -1.00892     
32.3,   494.08136,   -1.01178     
32.3,   494.43542,   -1.01585     
32.3,   494.55368,   -1.01715     
32.3,   494.84790,   -1.02042     
32.3,   495.08139,   -1.02310     
32.4,   495.43311,   -1.02702     
32.4,   495.72479,   -1.03022     
32.4,   495.89856,   -1.03211     
32.4,   496.19025,   -1.03513     
32.4,   496.48425,   -1.03796     
32.4,   496.71887,   -1.04016     
32.5,   497.01456,   -1.04267     
32.5,   497.37054,   -1.04567     
32.5,   497.66162,   -1.04834     
32.5,   497.89447,   -1.05061     
32.5,   498.24423,   -1.05430     
32.5,   498.36169,   -1.05562     
32.6,   498.65662,   -1.05901     
32.6,   498.89197,   -1.06211     
32.6,   499.25143,   -1.06806     
32.6,   499.50345,   -1.07284     
32.6,   499.75946,   -1.07777     
32.6,   500.08023,   -1.08392     
32.7,   500.32806,   -1.08880     
32.7,   500.69348,   -1.09607     
32.7,   500.99451,   -1.10198     
32.7,   501.23187,   -1.10620     
32.7,   501.59125,   -1.11180     
32.7,   501.71124,   -1.11348     
32.8,   502.00800,   -1.11780     
32.8,   502.24323,   -1.12148     
32.8,   502.59549,   -1.12698     
32.8,   502.89209,   -1.13138     
32.8,   503.07059,   -1.13400     
32.8,   503.36456,   -1.13831     
32.9,   503.60065,   -1.14165     
32.9,   503.89951,   -1.14576     
32.9,   504.20163,   -1.14999     
32.9,   504.56033,   -1.15554     
32.9,   504.79651,   -1.15914     
32.9,   504.97299,   -1.16174     
33.0,   505.20911,   -1.16511     
33.0,   505.56677,   -1.16998     
33.0,   505.80658,   -1.17317     
33.0,   506.10385,   -1.17724     
33.0,   506.33981,   -1.18048     
33.0,   506.69348,   -1.18540     
33.1,   506.93152,   -1.18874     
33.1,   507.22858,   -1.19267     
33.1,   507.46320,   -1.19573     
33.1,   507.81833,   -1.20014     
33.1,   508.11621,   -1.20392     
33.1,   508.41312,   -1.20765     
33.2,   508.71216,   -1.21130     
33.2,   508.83282,   -1.21279     
33.2,   509.13608,   -1.21659     
33.2,   509.43857,   -1.22066     
33.2,   509.73730,   -1.22450     
33.2,   510.03314,   -1.22834     
33.3,   510.21185,   -1.23097     
33.3,   510.51099,   -1.23554     
33.3,   510.75037,   -1.23918     
33.3,   511.11258,   -1.24459     
33.3,   511.42953,   -1.24893     
33.3,   511.69058,   -1.25223     
33.4,   512.08044,   -1.25706     
33.4,   512.20935,   -1.25865     
33.4,   512.52557,   -1.26264     
33.4,   512.77435,   -1.26597     
33.4,   513.14154,   -1.27105     
33.4,   513.38666,   -1.27429     
33.5,   513.63135,   -1.27751     
33.5,   513.93268,   -1.28173     
33.5,   514.16962,   -1.28531     
33.5,   514.52625,   -1.29050     
33.5,   514.76776,   -1.29385     
33.5,   515.07111,   -1.29808     
33.6,   515.43585,   -1.30288     
33.6,   515.55750,   -1.30433     
33.6,   516.04816,   -1.31024     
33.6,   516.10986,   -1.31102     
33.6,   516.47656,   -1.31578     
33.6,   516.71796,   -1.31914     
33.7,   516.96106,   -1.32252     
33.7,   517.26611,   -1.32650     
33.7,   517.50830,   -1.32958     
33.7,   517.87396,   -1.33435     
33.7,   518.18188,   -1.33832     
33.7,   518.42615,   -1.34135     
33.8,   518.72937,   -1.34522     
33.8,   519.03448,   -1.34930     
33.8,   519.39581,   -1.35435     
33.8,   519.51624,   -1.35605     
33.8,   519.75952,   -1.35958     
33.8,   520.06775,   -1.36419     
33.9,   520.43958,   -1.36976     
33.9,   520.68542,   -1.37374     
33.9,   520.93298,   -1.37788     
33.9,   521.18604,   -1.38181     
33.9,   521.49786,   -1.38661     
33.9,   521.85962,   -1.39198     
34.0,   522.10095,   -1.39553     
34.0,   522.46887,   -1.40110     
34.0,   522.77771,   -1.40596     
34.0,   522.90173,   -1.40797     
34.0,   523.15039,   -1.41154     
34.0,   523.52509,   -1.41732     
34.1,   523.83075,   -1.42243     
34.1,   524.07312,   -1.42649     
34.1,   524.31940,   -1.43065     
34.1,   524.63031,   -1.43580     
34.1,   524.93890,   -1.44089     
34.1,   525.24957,   -1.44606     
34.2,   525.56329,   -1.45099     
34.2,   525.87665,   -1.45548     
34.2,   526.19080,   -1.46054     
34.2,   526.44098,   -1.46489     
34.2,   526.62683,   -1.46813     
34.2,   526.93463,   -1.47357     
34.3,   527.24243,   -1.47894     
34.3,   527.49188,   -1.48322     
34.3,   527.86847,   -1.48951     
34.3,   528.05725,   -1.49259     
34.3,   528.30688,   -1.49664     
34.3,   528.67645,   -1.50262     
34.4,   528.92542,   -1.50656     
34.4,   529.23950,   -1.51148     
34.4,   529.61670,   -1.51741     
34.4,   529.86951,   -1.52140     
34.4,   530.25073,   -1.52753     
34.4,   530.56616,   -1.53269     
34.5,   530.69092,   -1.53484     
34.5,   530.93970,   -1.53929     
34.5,   531.31622,   -1.54597     
34.5,   531.63226,   -1.55131     
34.5,   531.88617,   -1.55560     
34.5,   532.14172,   -1.55991     
34.6,   532.39856,   -1.56412     
34.6,   532.78156,   -1.57032     
34.6,   533.09741,   -1.57569     
34.6,   533.35083,   -1.58017     
34.6,   533.73633,   -1.58700     
34.6,   533.86548,   -1.58933     
34.7,   534.18530,   -1.59525     
34.7,   534.43866,   -1.60003     
34.7,   534.82013,   -1.60715     
34.7,   535.13770,   -1.61314     
34.7,   535.32794,   -1.61675     
34.7,   535.64508,   -1.62280     
34.8,   535.96411,   -1.62828     
34.8,   536.28552,   -1.63430     
34.8,   536.60669,   -1.64068     
34.8,   536.86328,   -1.64567     
34.8,   537.24695,   -1.65335     
34.8,   537.56763,   -1.65975     
34.9,   537.69604,   -1.66234     
34.9,   537.95245,   -1.66765     
34.9,   538.33960,   -1.67564     
34.9,   538.66534,   -1.68227     
34.9,   538.92358,   -1.68750     
34.9,   539.30707,   -1.69511     
35.0,   539.62891,   -1.70152     
35.0,   539.75812,   -1.70410     
35.0,   540.08142,   -1.71055     
35.0,   540.46844,   -1.71843     
35.0,   540.79584,   -1.72531     
35.0,   541.05518,   -1.73083     
35.1,   541.44714,   -1.73933     
35.1,   541.57916,   -1.74226     
35.1,   541.83887,   -1.74799     
35.1,   542.21973,   -1.75619     
35.1,   542.54248,   -1.76312     
35.1,   542.80243,   -1.76892     
35.2,   543.06262,   -1.77469     
35.2,   543.45422,   -1.78328     
35.2,   543.71619,   -1.78919     
35.2,   544.04169,   -1.79668     
35.2,   544.29987,   -1.80264     
35.2,   544.69000,   -1.81152     
35.3,   544.95282,   -1.81739     
35.3,   545.28027,   -1.82413     
35.3,   545.47626,   -1.82809     
35.3,   545.74207,   -1.83386     
35.3,   546.13745,   -1.84300     
35.3,   546.46106,   -1.85046     
35.4,   546.72168,   -1.85623     
35.4,   546.98431,   -1.86197     
35.4,   547.24762,   -1.86780     
35.4,   547.64465,   -1.87671     
35.4,   547.97797,   -1.88418     
35.4,   548.24292,   -1.89015     
35.5,   548.63818,   -1.89826     
35.5,   548.90344,   -1.90414     
35.5,   549.23474,   -1.91176     
35.5,   549.63281,   -1.92062     
35.5,   549.76538,   -1.92359     
35.5,   550.03058,   -1.92957     
35.6,   550.36139,   -1.93709     
35.6,   550.75995,   -1.94625     
35.6,   551.02698,   -1.95235     
35.6,   551.29736,   -1.95853     
35.6,   551.63159,   -1.96624     
35.6,   551.89478,   -1.97230     
35.7,   552.29321,   -1.98144     
35.7,   552.62848,   -1.98872     
35.7,   552.96289,   -1.99542     
35.7,   553.29993,   -2.00194     
35.7,   553.43500,   -2.00423     
35.7,   553.77014,   -2.01036     
35.8,   554.10284,   -2.01720     
35.8,   554.43567,   -2.02439     
35.8,   554.77008,   -2.03168     
35.8,   554.97192,   -2.03608     
35.8,   555.30475,   -2.04346     
35.8,   555.56903,   -2.04957     
35.9,   555.90198,   -2.05733     
35.9,   556.24054,   -2.06509     
35.9,   556.64728,   -2.07426     
35.9,   556.91364,   -2.08036     
35.9,   557.31348,   -2.08984     
35.9,   557.64392,   -2.09797     
36.0,   557.77240,   -2.10135     
36.0,   558.02319,   -2.10827     
36.0,   558.39490,   -2.11907     
36.0,   558.69983,   -2.12818     
36.0,   558.95105,   -2.13549     
36.0,   559.21075,   -2.14290     
36.1,   559.53992,   -2.15226     
36.1,   559.86926,   -2.16157     
36.1,   560.19751,   -2.17093     
36.1,   560.52563,   -2.18049     
36.1,   560.85156,   -2.18988     
36.1,   560.98151,   -2.19355     
36.2,   561.30780,   -2.20272     
36.2,   561.63647,   -2.21198     
36.2,   561.96777,   -2.22146     
36.2,   562.30176,   -2.23035     
36.2,   562.56873,   -2.23717     
36.2,   562.83539,   -2.24446     
36.3,   563.16827,   -2.25380     
36.3,   563.43274,   -2.26046     
36.3,   563.75934,   -2.26928     
36.3,   564.14954,   -2.28013     
36.3,   564.47882,   -2.28938     
36.3,   564.74194,   -2.29688     
36.4,   564.94067,   -2.30258     
36.4,   565.27966,   -2.31211     
36.4,   565.54651,   -2.31946     
36.4,   565.93262,   -2.33049     
36.4,   566.25629,   -2.33978     
36.4,   566.51685,   -2.34718     
36.5,   566.77783,   -2.35467     
36.5,   567.03992,   -2.36223     
36.5,   567.36737,   -2.37171     
36.5,   567.75610,   -2.38308     
36.5,   568.01355,   -2.39071     
36.5,   568.40253,   -2.40284     
36.6,   568.72858,   -2.41513     
36.6,   568.85608,   -2.42067     
36.6,   569.10468,   -2.43244     
36.6,   569.47137,   -2.45086     
36.6,   569.77185,   -2.46611     
36.6,   570.01300,   -2.47799     
36.7,   570.25922,   -2.48957     
36.7,   570.51160,   -2.50076     
36.7,   570.89587,   -2.51692     
36.7,   571.21722,   -2.52976     
36.7,   571.47363,   -2.53977     
36.7,   571.85590,   -2.55466     
36.8,   572.17255,   -2.56684     
36.8,   572.42377,   -2.57622     
36.8,   572.80310,   -2.58994     
36.8,   572.92859,   -2.59448     
36.8,   573.24017,   -2.60563     
36.8,   573.48907,   -2.61439     
36.9,   573.85974,   -2.62743     
36.9,   574.04309,   -2.63380     
36.9,   574.34839,   -2.64436     
36.9,   574.65234,   -2.65481     
36.9,   574.89630,   -2.66312     
36.9,   575.26416,   -2.67580     
37.0,   575.57336,   -2.68634     
37.0,   575.82086,   -2.69473     
37.0,   576.18921,   -2.70720     
37.0,   576.31274,   -2.71129     
37.0,   576.62140,   -2.72161     
37.0,   576.86481,   -2.72991     
37.1,   577.22607,   -2.74210     
37.1,   577.52924,   -2.75174     
37.1,   577.76978,   -2.75852     
37.1,   578.00006,   -2.76523     
37.1,   578.22430,   -2.77227     
37.1,   578.55859,   -2.78329     
37.2,   578.84039,   -2.79250     
37.2,   579.07196,   -2.79979     
37.2,   579.42664,   -2.81078     
37.2,   579.54614,   -2.81447     
37.2,   579.84430,   -2.82380     
37.2,   580.08081,   -2.83128     
37.3,   580.43445,   -2.84238     
37.3,   580.67212,   -2.84997     
37.3,   580.91077,   -2.85763     
37.3,   581.21063,   -2.86727     
37.3,   581.45105,   -2.87511     
37.3,   581.81464,   -2.88726     
37.4,   582.11462,   -2.89747     
37.4,   582.34857,   -2.90551     
37.4,   582.70007,   -2.91761     
37.4,   582.99713,   -2.92791     
37.4,   583.11560,   -2.93208     
37.4,   583.35352,   -2.94046     
37.5,   583.71533,   -2.95318     
37.5,   584.01727,   -2.96371     
37.5,   584.31879,   -2.97427     
37.5,   584.49738,   -2.98065     
37.5,   584.72797,   -2.98919     
37.5,   585.05872,   -3.00199     
37.6,   585.33124,   -3.01273     
37.6,   585.55042,   -3.02132     
37.6,   585.88892,   -3.03428     
37.6,   586.17328,   -3.04507     
37.6,   586.40155,   -3.05362     
37.6,   586.74622,   -3.06650     
37.7,   586.86206,   -3.07081     
37.7,   587.15356,   -3.08163     
37.7,   587.38873,   -3.09042     
37.7,   587.74347,   -3.10375     
37.7,   587.97565,   -3.11269     
37.7,   588.20605,   -3.12189     
37.8,   588.49664,   -3.13342     
37.8,   588.73151,   -3.14246     
37.8,   589.08521,   -3.15595     
37.8,   589.31915,   -3.16499     
