时间,     温度,          热重
37.8,   589.60376,   -3.17622     
37.8,   589.94305,   -3.18966     
37.9,   590.05756,   -3.19411     
37.9,   590.28864,   -3.20305     
37.9,   590.57617,   -3.21407     
37.9,   590.90723,   -3.22721     
37.9,   591.12439,   -3.23610     
37.9,   591.34338,   -3.24518     
38.0,   591.61670,   -3.25662     
38.0,   591.83563,   -3.26580     
38.0,   592.17090,   -3.27995     
38.0,   592.45654,   -3.29172     
38.0,   592.74078,   -3.30332     
38.0,   593.02667,   -3.31482     
38.1,   593.14203,   -3.31936     
38.1,   593.42944,   -3.33053     
38.1,   593.71454,   -3.34114     
38.1,   593.99628,   -3.35151     
38.1,   594.27979,   -3.36274     
38.1,   594.45416,   -3.36951     
38.2,   594.74664,   -3.38062     
38.2,   594.97711,   -3.38952     
38.2,   595.31671,   -3.40288     
38.2,   595.59229,   -3.41427     
38.2,   595.80322,   -3.42344     
38.2,   596.11432,   -3.43706     
38.3,   596.32294,   -3.44618     
38.3,   596.48096,   -3.45304     
38.3,   596.91663,   -3.47082     
38.3,   597.02649,   -3.47531     
38.3,   597.24768,   -3.48472     
38.3,   597.52698,   -3.49656     
38.4,   597.86224,   -3.51031     
38.4,   598.08728,   -3.51931     
38.4,   598.31561,   -3.52854     
38.4,   598.60089,   -3.54016     
38.4,   598.87939,   -3.55147     
38.4,   599.15613,   -3.56267     
38.5,   599.37915,   -3.57177     
38.5,   599.66022,   -3.58336     
38.5,   600.00256,   -3.59729     
38.5,   600.05933,   -3.59960     
38.5,   600.39410,   -3.61351     
38.5,   600.61035,   -3.62285     
38.6,   600.93286,   -3.63695     
38.6,   601.20746,   -3.64862     
38.6,   601.42554,   -3.65786     
38.6,   601.63654,   -3.66714     
38.6,   601.84497,   -3.67647     
38.6,   602.15613,   -3.69039     
38.7,   602.41412,   -3.70189     
38.7,   602.62488,   -3.71100     
38.7,   602.94635,   -3.72467     
38.7,   603.05475,   -3.72925     
38.7,   603.32605,   -3.74066     
38.7,   603.54260,   -3.74965     
38.8,   603.87427,   -3.76302     
38.8,   604.15442,   -3.77411     
38.8,   604.32086,   -3.78069     
38.8,   604.59399,   -3.79170     
38.8,   604.86444,   -3.80299     
38.8,   605.13306,   -3.81444     
38.9,   605.40051,   -3.82599     
38.9,   605.60742,   -3.83529     
38.9,   605.91370,   -3.84913     
38.9,   606.01599,   -3.85368     
38.9,   606.26978,   -3.86506     
38.9,   606.47064,   -3.87416     
39.0,   606.77808,   -3.88775     
39.0,   607.04510,   -3.89929     
39.0,   607.26227,   -3.90841     
39.0,   607.47949,   -3.91739     
39.0,   607.69891,   -3.92649     
39.0,   607.97455,   -3.93811     
39.1,   608.30139,   -3.95187     
39.1,   608.51367,   -3.96108     
39.1,   608.82886,   -3.97517     
39.1,   609.09460,   -3.98666     
39.1,   609.30688,   -3.99564     
39.1,   609.63025,   -4.00901     
39.2,   609.74005,   -4.01353     
39.2,   610.01447,   -4.02478     
39.2,   610.22919,   -4.03364     
39.2,   610.43329,   -4.04256     
39.2,   610.73126,   -4.05608     
39.2,   610.92804,   -4.06507     
39.3,   611.17340,   -4.07619     
39.3,   611.37518,   -4.08503     
39.3,   611.69019,   -4.09838     
39.3,   611.95367,   -4.10954     
39.3,   612.16339,   -4.11871     
39.3,   612.48413,   -4.13347     
39.4,   612.59265,   -4.13860     
39.4,   612.86542,   -4.15149     
39.4,   613.08148,   -4.16178     
39.4,   613.39948,   -4.17716     
39.4,   613.66376,   -4.18978     
39.4,   613.82349,   -4.19723     
39.5,   614.09003,   -4.20950     
39.5,   614.29926,   -4.21923     
39.5,   614.59973,   -4.23366     
39.5,   614.84113,   -4.24561     
39.5,   615.03247,   -4.25501     
39.5,   615.32916,   -4.26911     
39.6,   615.43243,   -4.27379     
39.6,   615.69348,   -4.28546     
39.6,   615.90204,   -4.29482     
39.6,   616.21240,   -4.30872     
39.6,   616.47339,   -4.32023     
39.6,   616.68506,   -4.32958     
39.7,   616.89795,   -4.33889     
39.7,   617.11035,   -4.34822     
39.7,   617.43280,   -4.36234     
39.7,   617.64911,   -4.37184     
39.7,   617.96655,   -4.38602     
39.7,   618.22620,   -4.39786     
39.8,   618.42694,   -4.40729     
39.8,   618.57544,   -4.41425     
39.8,   618.82330,   -4.42585     
39.8,   619.01770,   -4.43506     
39.8,   619.30774,   -4.44878     
39.8,   619.50861,   -4.45793     
39.9,   619.71484,   -4.46700     
39.9,   619.97668,   -4.47835     
39.9,   620.18726,   -4.48728     
39.9,   620.50848,   -4.50051     
39.9,   620.72491,   -4.50947     
39.9,   620.99030,   -4.52082     
40.0,   621.30420,   -4.53455     
40.0,   621.41034,   -4.53911     
40.0,   621.84088,   -4.55727     
40.0,   621.89459,   -4.55933     
40.0,   622.20636,   -4.57214     
40.0,   622.40259,   -4.58134     
40.1,   622.59589,   -4.59051     
40.1,   622.83472,   -4.60110     
40.1,   623.02429,   -4.60909     
40.1,   623.32434,   -4.62073     
40.1,   623.58453,   -4.63027     
40.1,   623.84851,   -4.63974     
40.2,   624.11475,   -4.64935     
40.2,   624.37830,   -4.65915     
40.2,   624.63776,   -4.66939     
40.2,   624.74072,   -4.67364     
40.2,   624.99744,   -4.68441     
40.2,   625.24884,   -4.69538     
40.3,   625.49622,   -4.70644     
40.3,   625.73877,   -4.71737     
40.3,   625.92749,   -4.72606     
40.3,   626.11774,   -4.73476     
40.3,   626.36584,   -4.74560     
40.3,   626.56995,   -4.75419     
40.4,   626.88251,   -4.76716     
40.4,   627.09430,   -4.77596     
40.4,   627.35510,   -4.78694     
40.4,   627.66321,   -4.80034     
40.4,   627.76593,   -4.80485     
40.4,   627.97314,   -4.81389     
40.5,   628.23804,   -4.82523     
40.5,   628.55933,   -4.83877     
40.5,   628.77216,   -4.84759     
40.5,   628.98199,   -4.85639     
40.5,   629.18286,   -4.86529     
40.5,   629.42322,   -4.87645     
40.6,   629.70703,   -4.89000     
40.6,   629.89716,   -4.89909     
40.6,   630.19592,   -4.91245     
40.6,   630.45404,   -4.92337     
40.6,   630.55731,   -4.92773     
40.6,   630.81061,   -4.93865     
40.7,   631.06561,   -4.94962     
40.7,   631.26782,   -4.95822     
40.7,   631.57428,   -4.97025     
40.7,   631.73206,   -4.97647     
40.7,   631.94122,   -4.98535     
40.7,   632.24121,   -4.99913     
40.8,   632.43787,   -5.00822     
40.8,   632.68298,   -5.01931     
40.8,   632.97064,   -5.03199     
40.8,   633.16455,   -5.04113     
40.8,   633.46588,   -5.05531     
40.8,   633.72345,   -5.06686     
40.9,   633.82697,   -5.07147     
40.9,   634.03375,   -5.08071     
40.9,   634.34357,   -5.09456     
40.9,   634.60010,   -5.10599     
40.9,   634.80457,   -5.11506     
40.9,   635.00537,   -5.12407     
41.0,   635.20465,   -5.13312     
41.0,   635.50269,   -5.14674     
41.0,   635.74927,   -5.15815     
41.0,   635.94482,   -5.16742     
41.0,   636.24341,   -5.18141     
41.0,   636.34454,   -5.18600     
41.1,   636.60046,   -5.19726     
41.1,   636.86035,   -5.20811     
41.1,   637.12878,   -5.21896     
41.1,   637.34320,   -5.22752     
41.1,   637.66016,   -5.24004     
41.1,   637.91968,   -5.25067     
41.2,   638.02209,   -5.25498     
41.2,   638.33008,   -5.26781     
41.2,   638.53778,   -5.27628     
41.2,   638.85126,   -5.28904     
41.2,   639.10370,   -5.29978     
41.2,   639.29974,   -5.30852     
41.3,   639.58575,   -5.32207     
41.3,   639.68036,   -5.32669     
41.3,   639.92334,   -5.33821     
41.3,   640.12494,   -5.34720     
41.3,   640.43378,   -5.36074     
41.3,   640.64453,   -5.37034     
41.4,   640.85699,   -5.38011     
41.4,   641.12378,   -5.39207     
41.4,   641.33832,   -5.40143     
41.4,   641.65680,   -5.41545     
41.4,   641.90863,   -5.42714     
41.4,   642.10168,   -5.43642     
41.5,   642.38916,   -5.45045     
41.5,   642.48566,   -5.45516     
41.5,   642.72906,   -5.46681     
41.5,   642.93036,   -5.47562     
41.5,   643.24402,   -5.48753     
41.5,   643.50928,   -5.49671     
41.6,   643.66699,   -5.50208     
41.6,   643.92444,   -5.51089     
41.6,   644.12994,   -5.51801     
41.6,   644.44452,   -5.52929     
41.6,   644.70856,   -5.53897     
41.6,   644.91284,   -5.54674     
41.7,   645.20892,   -5.55863     
41.7,   645.45197,   -5.56880     
41.7,   645.54889,   -5.57286     
41.7,   645.74432,   -5.58088     
41.7,   646.05151,   -5.59303     
41.7,   646.31427,   -5.60310     
41.8,   646.52203,   -5.61121     
41.8,   646.72266,   -5.61940     
41.8,   646.91724,   -5.62758     
41.8,   647.21002,   -5.64001     
41.8,   647.45471,   -5.65045     
41.8,   647.65039,   -5.65874     
41.9,   647.95752,   -5.67112     
41.9,   648.16956,   -5.67952     
41.9,   648.43530,   -5.69010     
41.9,   648.59210,   -5.69640     
41.9,   648.80194,   -5.70489     
41.9,   649.11639,   -5.71753     
42.0,   649.38196,   -5.72792     
42.0,   649.59503,   -5.73627     
42.0,   649.79755,   -5.74466     
42.0,   649.99207,   -5.75312     
42.0,   650.28314,   -5.76593     
42.0,   650.53027,   -5.77670     
42.1,   650.73438,   -5.78511     
42.1,   651.05182,   -5.79778     
42.1,   651.26666,   -5.80648     
42.1,   651.52960,   -5.81739     
42.1,   651.84430,   -5.83026     
42.1,   651.95093,   -5.83443     
42.2,   652.16748,   -5.84269     
42.2,   652.44000,   -5.85279     
42.2,   652.75568,   -5.86478     
42.2,   652.95624,   -5.87289     
42.2,   653.15289,   -5.88109     
42.2,   653.39899,   -5.89135     
42.3,   653.59875,   -5.89950     
42.3,   653.91571,   -5.91207     
42.3,   654.18481,   -5.92262     
42.3,   654.44873,   -5.93328     
42.3,   654.71204,   -5.94393     
42.3,   654.81787,   -5.94818     
42.4,   655.08582,   -5.95899     
42.4,   655.35822,   -5.96994     
42.4,   655.62793,   -5.98075     
42.4,   655.88812,   -5.99139     
42.4,   656.04047,   -5.99764     
42.4,   656.28650,   -6.00785     
42.5,   656.48199,   -6.01579     
42.5,   656.79083,   -6.02750     
42.5,   657.05957,   -6.03725     
42.5,   657.27277,   -6.04495     
42.5,   657.58594,   -6.05650     
42.5,   657.68842,   -6.06040     
42.6,   657.94373,   -6.07033     
42.6,   658.14899,   -6.07842     
42.6,   658.45355,   -6.09052     
42.6,   658.65717,   -6.09884     
42.6,   658.86267,   -6.10740     
42.6,   659.12555,   -6.11801     
42.7,   659.34192,   -6.12645     
42.7,   659.68774,   -6.13914     
42.7,   659.92285,   -6.14773     
42.7,   660.18457,   -6.15834     
42.7,   660.50378,   -6.17061     
42.7,   660.70850,   -6.17878     
42.8,   661.00452,   -6.19136     
42.8,   661.25177,   -6.20185     
42.8,   661.35242,   -6.20618     
42.8,   661.55884,   -6.21511     
42.8,   661.87665,   -6.22754     
42.8,   662.03662,   -6.23362     
42.9,   662.35645,   -6.24577     
42.9,   662.56866,   -6.25385     
42.9,   662.83136,   -6.26395     
42.9,   663.08643,   -6.27400     
42.9,   663.33386,   -6.28405     
42.9,   663.58850,   -6.29412     
43.0,   663.85156,   -6.30414     
43.0,   663.95831,   -6.30812     
43.0,   664.22803,   -6.31807     
43.0,   664.49921,   -6.32803     
43.0,   664.77625,   -6.33808     
43.0,   665.05774,   -6.34836     
43.1,   665.28076,   -6.35656     
43.1,   665.49420,   -6.36487     
43.1,   665.75000,   -6.37550     
43.1,   665.94946,   -6.38398     
43.1,   666.24475,   -6.39667     
43.1,   666.44666,   -6.40511     
43.2,   666.70917,   -6.41572     
43.2,   667.02838,   -6.42839     
43.2,   667.13538,   -6.43252     
43.2,   667.34821,   -6.44071     
43.2,   667.61139,   -6.45096     
43.2,   667.92383,   -6.46320     
43.3,   668.12964,   -6.47144     
43.3,   668.33472,   -6.47976     
43.3,   668.54230,   -6.48804     
43.3,   668.80402,   -6.49826     
43.3,   669.12335,   -6.51046     
43.3,   669.34058,   -6.51856     
43.4,   669.67566,   -6.53080     
43.4,   669.95435,   -6.54092     
43.4,   670.06512,   -6.54496     
43.4,   670.49237,   -6.56108     
43.4,   670.59399,   -6.56515     
43.4,   670.84192,   -6.57523     
43.5,   671.03821,   -6.58327     
43.5,   671.23926,   -6.59130     
43.5,   671.50305,   -6.60124     
43.5,   671.77429,   -6.61114     
43.5,   672.04919,   -6.62101     
43.5,   672.31567,   -6.63087     
43.6,   672.57025,   -6.64079     
43.6,   672.82538,   -6.65073     
43.6,   673.02930,   -6.65861     
43.6,   673.34045,   -6.67032     
43.6,   673.44824,   -6.67422     
43.6,   673.72229,   -6.68392     
43.7,   673.93884,   -6.69169     
43.7,   674.25494,   -6.70349     
43.7,   674.51270,   -6.71333     
43.7,   674.71570,   -6.72120     
43.7,   674.91827,   -6.72900     
43.7,   675.12201,   -6.73670     
43.8,   675.38312,   -6.74624     
43.8,   675.70184,   -6.75710     
43.8,   675.91748,   -6.76493     
43.8,   676.24121,   -6.77714     
43.8,   676.50513,   -6.78706     
43.8,   676.60968,   -6.79098     
43.9,   676.81677,   -6.79878     
43.9,   677.12732,   -6.81043     
43.9,   677.38818,   -6.82013     
43.9,   677.59827,   -6.82779     
43.9,   677.81384,   -6.83528     
43.9,   678.03607,   -6.84270     
44.0,   678.37396,   -6.85392     
44.0,   678.64935,   -6.86332     
44.0,   678.86646,   -6.87095     
44.0,   679.19623,   -6.88255     
44.0,   679.30511,   -6.88646     
44.0,   679.57159,   -6.89597     
44.1,   679.78094,   -6.90353     
44.1,   680.08923,   -6.91386     
44.1,   680.34656,   -6.92335     
44.1,   680.55603,   -6.93128     
44.1,   680.77252,   -6.93910     
44.1,   681.05103,   -6.94873     
44.2,   681.32520,   -6.95821     
44.2,   681.59167,   -6.96770     
44.2,   681.80066,   -6.97529     
44.2,   682.10944,   -6.98668     
44.2,   682.37457,   -6.99569     
44.2,   682.59143,   -7.00349     
44.3,   682.92706,   -7.01556     
44.3,   683.04022,   -7.01949     
44.3,   683.31738,   -7.02909     
44.3,   683.52954,   -7.03657     
44.3,   683.83289,   -7.04765     
44.3,   684.09015,   -7.05670     
44.4,   684.19812,   -7.06026     
44.4,   684.53473,   -7.07116     
44.4,   684.76532,   -7.07869     
44.4,   685.10632,   -7.09007     
44.4,   685.31769,   -7.09742     
44.4,   685.61945,   -7.10811     
44.5,   685.72040,   -7.11167     
44.5,   685.97668,   -7.12064     
44.5,   686.24390,   -7.12954     
44.5,   686.52582,   -7.13857     
44.5,   686.75555,   -7.14581     
44.5,   687.08862,   -7.15656     
44.6,   687.29999,   -7.16386     
44.6,   687.50549,   -7.17133     
44.6,   687.76001,   -7.18098     
44.6,   687.96423,   -7.18876     
44.6,   688.28729,   -7.19997     
44.6,   688.51202,   -7.20722     
44.7,   688.79590,   -7.21678     
44.7,   689.12683,   -7.22843     
44.7,   689.23254,   -7.23233     
44.7,   689.43817,   -7.24023     
44.7,   689.69153,   -7.25001     
44.7,   690.00098,   -7.26142     
44.8,   690.21838,   -7.26900     
44.8,   690.44415,   -7.27660     
44.8,   690.72876,   -7.28588     
44.8,   690.95221,   -7.29272     
44.8,   691.27350,   -7.30399     
44.8,   691.52838,   -7.31397     
44.9,   691.77789,   -7.32374     
44.9,   692.03674,   -7.33317     
44.9,   692.14551,   -7.33689     
44.9,   692.42560,   -7.34621     
44.9,   692.71161,   -7.35550     
44.9,   692.99402,   -7.36468     
45.0,   693.26013,   -7.37380     
45.0,   693.41406,   -7.37925     
45.0,   693.66736,   -7.38829     
45.0,   693.86987,   -7.39536     
45.0,   694.19153,   -7.40587     
45.0,   694.47559,   -7.41444     
45.1,   694.70856,   -7.42147     
45.1,   695.04822,   -7.43227     
45.1,   695.25763,   -7.43923     
45.1,   695.40985,   -7.44432     
45.1,   695.61108,   -7.45100     
45.1,   695.91821,   -7.46099     
45.2,   696.13538,   -7.46773     
45.2,   696.41681,   -7.47620     
45.2,   696.64612,   -7.48285     
45.2,   696.86774,   -7.48936     
45.2,   697.17816,   -7.49942     
45.2,   697.38348,   -7.50645     
45.3,   697.64392,   -7.51501     
45.3,   697.96851,   -7.52492     
45.3,   698.19360,   -7.53109     
45.3,   698.52869,   -7.54122     
45.3,   698.80273,   -7.55072     
45.3,   698.90967,   -7.55478     
45.4,   699.12000,   -7.56324     
45.4,   699.43707,   -7.57679     
45.4,   699.70129,   -7.58821     
45.4,   699.91791,   -7.59708     
45.4,   700.14069,   -7.60592     
45.4,   700.41907,   -7.61670     
45.5,   700.69092,   -7.62704     
45.5,   700.95313,   -7.63695     
45.5,   701.21265,   -7.64676     
45.5,   701.47156,   -7.65646     
45.5,   701.57428,   -7.66031     
45.5,   701.83667,   -7.66990     
45.6,   702.11084,   -7.67930     
45.6,   702.38538,   -7.68864     
45.6,   702.65497,   -7.69772     
45.6,   702.86322,   -7.70481     
45.6,   703.06909,   -7.71183     
45.6,   703.32764,   -7.72053     
45.7,   703.53510,   -7.72734     
45.7,   703.85883,   -7.73747     
45.7,   704.07953,   -7.74423     
45.7,   704.35162,   -7.75260     
45.7,   704.62134,   -7.76084     
45.7,   704.93799,   -7.77082     
45.8,   705.04309,   -7.77421     
45.8,   705.30377,   -7.78255     
45.8,   705.56525,   -7.79087     
45.8,   705.84204,   -7.79978     
45.8,   706.05737,   -7.80675     
45.8,   706.26636,   -7.81314     
45.9,   706.48083,   -7.81931     
45.9,   706.74866,   -7.82697     
45.9,   707.06262,   -7.83609     
45.9,   707.26721,   -7.84222     
45.9,   707.56586,   -7.85168     
45.9,   707.81128,   -7.85947     
46.0,   707.90942,   -7.86265     
46.0,   708.10730,   -7.86890     
46.0,   708.41077,   -7.87825     
46.0,   708.67065,   -7.88589     
46.0,   708.88550,   -7.89182     
46.0,   709.10309,   -7.89777     
46.1,   709.31970,   -7.90363     
46.1,   709.63934,   -7.91216     
46.1,   709.89587,   -7.91923     
46.1,   710.09833,   -7.92480     
46.1,   710.40314,   -7.93318     
46.1,   710.66101,   -7.94038     
46.2,   710.87347,   -7.94612     
46.2,   711.19458,   -7.95460     
46.2,   711.30200,   -7.95748     
46.2,   711.56464,   -7.96471     
46.2,   711.76276,   -7.97030     
46.2,   712.06006,   -7.97848     
46.3,   712.20966,   -7.98267     
46.3,   712.46033,   -7.98956     
46.3,   712.71735,   -7.99612     
46.3,   712.92712,   -8.00125     
46.3,   713.25342,   -8.00899     
46.3,   713.53058,   -8.01558     
46.4,   713.73926,   -8.02094     
46.4,   714.03796,   -8.02883     
46.4,   714.13715,   -8.03148     
46.4,   714.38776,   -8.03806     
46.4,   714.58020,   -8.04305     
46.4,   714.84985,   -8.05006     
46.5,   715.07922,   -8.05588     
46.5,   715.27069,   -8.06076     
46.5,   715.46332,   -8.06557     
46.5,   715.65924,   -8.07022     
46.5,   715.96808,   -8.07717     
46.5,   716.23016,   -8.08269     
46.6,   716.43036,   -8.08685     
46.6,   716.71783,   -8.09303     
46.6,   716.81366,   -8.09514     
46.6,   717.05750,   -8.10044     
46.6,   717.25305,   -8.10465     
46.6,   717.54150,   -8.11081     
46.7,   717.73492,   -8.11472     
46.7,   717.93085,   -8.11855     
46.7,   718.18658,   -8.12315     
46.7,   718.39423,   -8.12626     
46.7,   718.69879,   -8.12778     
46.7,   718.95581,   -8.11998     
46.8,   719.15002,   -8.10593     
46.8,   719.42065,   -8.07638     
46.8,   719.64233,   -8.04965     
46.8,   719.73279,   -8.03973     
46.8,   720.10693,   -8.00759     
46.8,   720.20392,   -8.00052     
46.9,   720.45062,   -7.98486     
46.9,   720.68823,   -7.97158     
46.9,   720.82495,   -7.96462     
46.9,   721.14063,   -7.95101     
46.9,   721.27722,   -7.94638     
46.9,   721.50812,   -7.94038     
47.0,   721.69574,   -7.93677     
47.0,   721.96912,   -7.93279     
47.0,   722.18829,   -7.93065     
47.0,   722.36316,   -7.92962     
47.0,   722.59137,   -7.92888     
47.0,   722.68604,   -7.92870     
47.1,   722.93097,   -7.92847     
47.1,   723.23138,   -7.92857     
47.1,   723.47418,   -7.92889     
47.1,   723.61279,   -7.92945     
47.1,   723.79065,   -7.93093     
47.1,   724.05109,   -7.93409     
47.2,   724.27600,   -7.93670     
47.2,   724.46429,   -7.93814     
47.2,   724.75623,   -7.93868     
47.2,   724.95184,   -7.93723     
47.2,   725.19086,   -7.93451     
47.2,   725.46783,   -7.93126     
47.3,   725.55884,   -7.93037     
47.3,   725.74170,   -7.92910     
47.3,   725.97241,   -7.92824     
47.3,   726.25366,   -7.92804     
47.3,   726.43964,   -7.92832     
47.3,   726.62366,   -7.92886     
47.4,   726.80334,   -7.92965     
47.4,   727.02478,   -7.93090     
47.4,   727.29974,   -7.93238     
47.4,   727.49634,   -7.93321     
47.4,   727.80109,   -7.93427     
47.4,   728.04822,   -7.93497     
47.5,   728.14697,   -7.93524     
47.5,   728.34406,   -7.93586     
47.5,   728.63965,   -7.93698     
47.5,   728.88580,   -7.93837     
47.5,   729.08093,   -7.94015     
47.5,   729.27832,   -7.94195     
47.6,   729.51978,   -7.94331     
47.6,   729.75183,   -7.94357     
47.6,   729.98804,   -7.94287     
47.6,   730.22974,   -7.94231     
47.6,   730.48602,   -7.94230     
47.6,   730.75525,   -7.94295     
47.7,   730.86462,   -7.94329     
47.7,   731.13782,   -7.94417     
47.7,   731.39160,   -7.94494     
47.7,   731.63281,   -7.94578     
47.7,   731.82843,   -7.94709     
47.7,   732.12305,   -7.95023     
47.8,   732.27490,   -7.95182     
47.8,   732.48676,   -7.95362     
47.8,   732.81439,   -7.95545     
47.8,   733.03772,   -7.95602     
47.8,   733.30865,   -7.95555     
47.8,   733.61169,   -7.95228     
47.9,   733.81366,   -7.94750     
47.9,   734.12225,   -7.94133     
47.9,   734.38177,   -7.94051     
47.9,   734.48431,   -7.94182     
47.9,   734.68195,   -7.94638     
47.9,   734.97321,   -7.95294     
48.0,   735.22614,   -7.95592     
48.0,   735.44116,   -7.95690     
48.0,   735.66431,   -7.95694     
48.0,   735.89276,   -7.95655     
48.0,   736.23322,   -7.95575     
48.0,   736.49774,   -7.95515     
48.1,   736.69995,   -7.95473     
48.1,   737.00299,   -7.95408     
48.1,   737.10565,   -7.95384     
48.1,   737.36322,   -7.95333     
48.1,   737.57141,   -7.95316     
48.1,   737.89288,   -7.95349     
48.2,   738.16589,   -7.95394     
48.2,   738.32983,   -7.95406     
48.2,   738.59918,   -7.95372     
48.2,   738.87537,   -7.95272     
48.2,   739.15454,   -7.95151     
48.2,   739.42590,   -7.95019     
48.3,   739.64246,   -7.94951     
48.3,   739.97034,   -7.95027     
48.3,   740.23907,   -7.95103     
48.3,   740.34344,   -7.95071     
48.3,   740.54797,   -7.94729     
48.3,   740.85852,   -7.93872     
48.4,   741.13232,   -7.93235     
48.4,   741.36481,   -7.92840     
48.4,   741.59668,   -7.92523     
48.4,   741.82361,   -7.92269     
48.4,   742.10413,   -7.92027     
48.4,   742.43213,   -7.91835     
48.5,   742.64984,   -7.91752     
48.5,   742.98236,   -7.91710     
48.5,   743.25983,   -7.91799     
48.5,   743.47253,   -7.91937     
48.5,   743.78369,   -7.92204     
48.5,   743.88818,   -7.92315     
48.6,   744.16107,   -7.92666     
48.6,   744.45129,   -7.93065     
48.6,   744.68903,   -7.93297     
48.6,   744.92053,   -7.93433     
48.6,   745.14172,   -7.93466     
48.6,   745.41431,   -7.93368     
48.7,   745.74481,   -7.93083     
48.7,   745.96783,   -7.92809     
48.7,   746.30701,   -7.92430     
48.7,   746.59497,   -7.92296     
48.7,   746.81995,   -7.92361     
48.7,   747.14966,   -7.92487     
48.8,   747.26038,   -7.92508     
48.8,   747.54382,   -7.92505     
48.8,   747.77869,   -7.92489     
48.8,   748.01575,   -7.92471     
48.8,   748.36389,   -7.92487     
48.8,   748.58752,   -7.92714     
48.9,   748.85486,   -7.93828     
48.9,   749.06897,   -7.95513     
48.9,   749.40576,   -7.98896     
48.9,   749.69055,   -8.01927     
48.9,   749.90674,   -8.04236     
48.9,   750.22314,   -8.07401     
49.0,   750.33142,   -8.08353     
49.0,   750.60516,   -8.10473     
49.0,   750.82587,   -8.11914     
49.0,   751.17432,   -8.13710     
49.0,   751.47162,   -8.14949     
49.0,   751.64673,   -8.15602     
49.1,   751.93573,   -8.16550     
49.1,   752.16272,   -8.17198     
49.1,   752.49030,   -8.18035     
49.1,   752.75623,   -8.18638     
49.1,   752.96881,   -8.19059     
49.1,   753.29651,   -8.19589     
49.2,   753.40942,   -8.19737     
49.2,   753.69153,   -8.20049     
49.2,   753.91351,   -8.20265     
49.2,   754.25421,   -8.20566     
49.2,   754.54889,   -8.20770     
49.2,   754.79065,   -8.20892     
49.3,   755.02527,   -8.20994     
49.3,   755.25665,   -8.21079     
49.3,   755.59937,   -8.21178     
49.3,   755.87268,   -8.21250     
49.3,   756.08484,   -8.21302     
49.3,   756.40588,   -8.21376     
49.4,   756.51563,   -8.21401     
49.4,   756.79517,   -8.21464     
49.4,   757.02191,   -8.21512     
49.4,   757.35828,   -8.21588     
49.4,   757.57330,   -8.21643     
49.4,   757.83820,   -8.21705     
49.5,   758.05817,   -8.21737     
49.5,   758.28662,   -8.21756     
49.5,   758.64337,   -8.21757     
49.5,   758.93878,   -8.21731     
49.5,   759.16583,   -8.21691     
49.5,   759.49091,   -8.21641     
49.6,   759.75574,   -8.21607     
49.6,   760.02277,   -8.21583     
49.6,   760.29932,   -8.21572     
49.6,   760.41223,   -8.21572     
49.6,   760.69629,   -8.21590     
49.6,   760.98694,   -8.21633     
49.7,   761.21912,   -8.21674     
49.7,   761.44897,   -8.21714     
49.7,   761.73395,   -8.21756     
49.7,   761.95679,   -8.21786     
49.7,   762.28784,   -8.21822     
49.7,   762.51239,   -8.21845     
49.8,   762.79224,   -8.21873     
49.8,   763.11426,   -8.21894     
49.8,   763.22083,   -8.21898     
49.8,   763.65814,   -8.21908     
49.8,   763.71411,   -8.21910     
49.8,   764.05292,   -8.21931     
49.9,   764.28156,   -8.21956     
49.9,   764.51038,   -8.21999     
49.9,   764.78534,   -8.22094     
49.9,   765.00128,   -8.22195     
49.9,   765.34113,   -8.22341     
49.9,   765.63544,   -8.22445     
50.0,   765.92310,   -8.22528     
50.0,   766.20819,   -8.22598     
50.0,   766.48633,   -8.22661     
50.0,   766.59399,   -8.22686     
50.0,   766.86182,   -8.22735     
50.0,   767.13538,   -8.22770     
50.1,   767.41217,   -8.22784     
50.1,   767.69177,   -8.22790     
50.1,   767.96814,   -8.22792     
50.1,   768.18420,   -8.22794     
50.1,   768.40106,   -8.22799     
50.1,   768.68292,   -8.22818     
50.2,   768.91425,   -8.22838     
50.2,   769.25690,   -8.22857     
50.2,   769.48688,   -8.22856     
50.2,   769.77344,   -8.22839     
50.2,   770.11060,   -8.22815     
50.2,   770.21869,   -8.22810     
50.3,   770.42822,   -8.22804     
50.3,   770.68854,   -8.22796     
50.3,   771.01337,   -8.22791     
50.3,   771.23401,   -8.22786     
50.3,   771.45721,   -8.22787     
50.3,   771.68164,   -8.22785     
50.4,   771.95337,   -8.22781     
50.4,   772.26874,   -8.22780     
50.4,   772.48291,   -8.22788     
50.4,   772.81415,   -8.22821     
50.4,   773.09509,   -8.22866     
50.4,   773.20764,   -8.22890     
50.5,   773.42957,   -8.22948     
50.5,   773.76404,   -8.23035     
50.5,   774.04498,   -8.23096     
50.5,   774.33484,   -8.23146     
50.5,   774.51294,   -8.23170     
50.5,   774.74634,   -8.23193     
50.6,   775.08582,   -8.23226     
50.6,   775.31055,   -8.23241     
50.6,   775.58179,   -8.23266     
50.6,   775.89856,   -8.23308     
50.6,   776.10870,   -8.23337     
50.6,   776.43286,   -8.23371     
50.7,   776.70807,   -8.23391     
50.7,   776.81812,   -8.23400     
50.7,   777.03699,   -8.23418     
50.7,   777.35895,   -8.23460     
50.7,   777.63129,   -8.23489     
50.7,   777.85883,   -8.23502     
50.8,   778.09601,   -8.23503     
