时间,     温度,          热重
0.0,    26.44289,    0.01336      
0.0,    26.45415,    0.01950      
0.0,    26.45920,    0.01817      
0.1,    26.46686,    0.01753      
0.1,    26.46603,    0.02043      
0.1,    26.46632,    0.02556      
0.1,    26.45427,    0.02910      
0.1,    26.44349,    0.03245      
0.1,    26.44219,    0.03545      
0.2,    26.43538,    0.03767      
0.2,    26.44155,    0.03964      
0.2,    26.44448,    0.04105      
0.2,    26.44697,    0.04245      
0.2,    26.45363,    0.04343      
0.2,    26.45935,    0.04434      
0.3,    26.45407,    0.04523      
0.3,    26.45476,    0.04610      
0.3,    26.46629,    0.04660      
0.3,    26.45980,    0.04727      
0.3,    26.45236,    0.04795      
0.3,    26.44712,    0.04871      
0.4,    26.45028,    0.04927      
0.4,    26.45580,    0.04983      
0.4,    26.45713,    0.05028      
0.4,    26.45930,    0.05082      
0.4,    26.46377,    0.05138      
0.4,    26.46807,    0.05184      
0.5,    26.47300,    0.05207      
0.5,    26.47128,    0.05264      
0.5,    26.47449,    0.05298      
0.5,    26.47994,    0.05342      
0.5,    26.48606,    0.05347      
0.5,    26.48655,    0.05360      
0.6,    26.49567,    0.05374      
0.6,    26.49689,    0.05388      
0.6,    26.49837,    0.05420      
0.6,    26.50588,    0.05415      
0.6,    26.50562,    0.05432      
0.6,    26.50963,    0.05475      
0.7,    26.52002,    0.05483      
0.7,    26.51860,    0.05507      
0.7,    26.51746,    0.05530      
0.7,    26.52486,    0.05532      
0.7,    26.52737,    0.05539      
0.7,    26.53257,    0.05548      
0.8,    26.54224,    0.05552      
0.8,    26.53860,    0.05564      
0.8,    26.54166,    0.05567      
0.8,    26.54604,    0.05573      
0.8,    26.56966,    0.05572      
0.8,    26.56658,    0.05585      
0.9,    26.56987,    0.05595      
0.9,    26.57398,    0.05599      
0.9,    26.58561,    0.05603      
0.9,    26.58272,    0.05614      
0.9,    26.58958,    0.05608      
0.9,    26.59361,    0.05615      
1.0,    26.59367,    0.05638      
1.0,    26.59589,    0.05656      
1.0,    26.60321,    0.05658      
1.0,    26.61923,    0.05664      
1.0,    26.64243,    0.05664      
1.0,    26.65695,    0.05663      
1.1,    26.66360,    0.05679      
1.1,    26.67068,    0.05689      
1.1,    26.69101,    0.05691      
1.1,    26.70153,    0.05696      
1.1,    26.73005,    0.05689      
1.1,    26.72543,    0.05718      
1.2,    26.74275,    0.05718      
1.2,    26.74050,    0.05734      
1.2,    26.73491,    0.05755      
1.2,    26.73979,    0.05758      
1.2,    26.75135,    0.05762      
1.2,    26.77489,    0.05765      
1.3,    26.80465,    0.05760      
1.3,    26.84002,    0.05753      
1.3,    26.85862,    0.05750      
1.3,    26.89613,    0.05738      
1.3,    26.91244,    0.05745      
1.3,    26.91498,    0.05760      
1.4,    26.91979,    0.05762      
1.4,    26.92987,    0.05780      
1.4,    26.94363,    0.05786      
1.4,    26.95523,    0.05793      
1.4,    26.98063,    0.05796      
1.4,    26.99670,    0.05801      
1.5,    27.01362,    0.05803      
1.5,    27.03518,    0.05799      
1.5,    27.07726,    0.05789      
1.5,    27.08480,    0.05795      
1.5,    27.10722,    0.05798      
1.5,    27.12660,    0.05811      
1.6,    27.13033,    0.05824      
1.6,    27.16141,    0.05823      
1.6,    27.18722,    0.05829      
1.6,    27.22869,    0.05823      
1.6,    27.23986,    0.05850      
1.6,    27.26289,    0.05856      
1.7,    27.28940,    0.05860      
1.7,    27.32859,    0.05848      
1.7,    27.34911,    0.05838      
1.7,    27.36515,    0.05847      
1.7,    27.36954,    0.05861      
1.7,    27.40767,    0.05853      
1.8,    27.46347,    0.05847      
1.8,    27.48538,    0.05857      
1.8,    27.50246,    0.05864      
1.8,    27.55472,    0.05854      
1.8,    27.55216,    0.05872      
1.8,    27.56863,    0.05887      
1.9,    27.59309,    0.05887      
1.9,    27.61189,    0.05892      
1.9,    27.65393,    0.05892      
1.9,    27.68343,    0.05892      
1.9,    27.72624,    0.05884      
1.9,    27.75712,    0.05886      
2.0,    27.77780,    0.05898      
2.0,    27.81909,    0.05891      
2.0,    27.85837,    0.05881      
2.0,    27.90365,    0.05869      
2.0,    27.93501,    0.05866      
2.0,    27.96783,    0.05868      
2.1,    27.97519,    0.05885      
2.1,    28.01159,    0.05873      
2.1,    28.03985,    0.05879      
2.1,    28.06825,    0.05884      
2.1,    28.10096,    0.05889      
2.1,    28.14935,    0.05878      
2.2,    28.17573,    0.05880      
2.2,    28.19841,    0.05887      
2.2,    28.25233,    0.05874      
2.2,    28.28873,    0.05871      
2.2,    28.31819,    0.05863      
2.2,    28.35370,    0.05863      
2.3,    28.42921,    0.05834      
2.3,    28.45724,    0.05835      
2.3,    28.46291,    0.05851      
2.3,    28.47088,    0.05865      
2.3,    28.51344,    0.05861      
2.3,    28.57522,    0.05832      
2.4,    28.61396,    0.05816      
2.4,    28.66404,    0.05800      
2.4,    28.69865,    0.05806      
2.4,    28.73033,    0.05800      
2.4,    28.73802,    0.05818      
2.4,    28.74906,    0.05822      
2.5,    28.77470,    0.05829      
2.5,    28.85932,    0.05789      
2.5,    28.91232,    0.05773      
2.5,    28.96266,    0.05756      
2.5,    29.03717,    0.05733      
2.5,    29.04976,    0.05738      
2.6,    29.08743,    0.05729      
2.6,    29.13066,    0.05719      
2.6,    29.19198,    0.05694      
2.6,    29.19848,    0.05704      
2.6,    29.22344,    0.05706      
2.6,    29.29097,    0.05678      
2.7,    29.33487,    0.05673      
2.7,    29.37737,    0.05667      
2.7,    29.43573,    0.05641      
2.7,    29.46837,    0.05638      
2.7,    29.48510,    0.05640      
2.7,    29.52048,    0.05640      
2.8,    29.55501,    0.05634      
2.8,    29.59155,    0.05627      
2.8,    29.62760,    0.05628      
2.8,    29.70342,    0.05598      
2.8,    29.78459,    0.05573      
2.8,    29.84489,    0.05558      
2.9,    29.86047,    0.05572      
2.9,    29.88502,    0.05575      
2.9,    29.91153,    0.05580      
2.9,    29.93921,    0.05579      
2.9,    29.99230,    0.05569      
2.9,    30.03591,    0.05557      
3.0,    30.10859,    0.05526      
3.0,    30.16123,    0.05503      
3.0,    30.17021,    0.05510      
3.0,    30.19906,    0.05533      
3.0,    30.26562,    0.05515      
3.0,    30.32525,    0.05494      
3.1,    30.39335,    0.05464      
3.1,    30.46727,    0.05435      
3.1,    30.47340,    0.05448      
3.1,    30.49692,    0.05447      
3.1,    30.53941,    0.05434      
3.1,    30.60315,    0.05407      
3.2,    30.67508,    0.05376      
3.2,    30.72899,    0.05360      
3.2,    30.75755,    0.05364      
3.2,    30.79720,    0.05356      
3.2,    30.83916,    0.05345      
3.2,    30.87673,    0.05334      
3.3,    30.94825,    0.05298      
3.3,    30.97532,    0.05297      
3.3,    31.02148,    0.05280      
3.3,    31.07013,    0.05262      
3.3,    31.10489,    0.05256      
3.3,    31.14926,    0.05238      
3.4,    31.17906,    0.05233      
3.4,    31.21357,    0.05217      
3.4,    31.26267,    0.05198      
3.4,    31.34027,    0.05162      
3.4,    31.39812,    0.05138      
3.4,    31.46884,    0.05105      
3.5,    31.51207,    0.05083      
3.5,    31.54999,    0.05069      
3.5,    31.61946,    0.05037      
3.5,    31.67037,    0.05017      
3.5,    31.68213,    0.05018      
3.5,    31.71638,    0.05009      
3.6,    31.75701,    0.04989      
3.6,    31.82494,    0.04955      
3.6,    31.86669,    0.04933      
3.6,    31.92772,    0.04898      
3.6,    31.97714,    0.04881      
3.6,    32.03339,    0.04849      
3.7,    32.09473,    0.04816      
3.7,    32.17903,    0.04768      
3.7,    32.21674,    0.04747      
3.7,    32.24368,    0.04737      
3.7,    32.30124,    0.04714      
3.7,    32.32687,    0.04705      
3.8,    32.36428,    0.04693      
3.8,    32.40892,    0.04666      
3.8,    32.47608,    0.04635      
3.8,    32.54169,    0.04604      
3.8,    32.65860,    0.04539      
3.8,    32.70658,    0.04513      
3.9,    32.72783,    0.04502      
3.9,    32.75345,    0.04491      
3.9,    32.79313,    0.04469      
3.9,    32.82650,    0.04454      
3.9,    32.88483,    0.04427      
3.9,    32.96800,    0.04384      
4.0,    33.03371,    0.04291      
4.0,    33.09393,    0.04143      
4.0,    33.14837,    0.04006      
4.0,    33.23943,    0.03789      
4.0,    33.26820,    0.03719      
4.0,    33.28733,    0.03680      
4.1,    33.33204,    0.03573      
4.1,    33.38850,    0.03437      
4.1,    33.45966,    0.03263      
4.1,    33.49830,    0.03174      
4.1,    33.53672,    0.03081      
4.1,    33.59375,    0.02941      
4.2,    33.63836,    0.02833      
4.2,    33.70354,    0.02674      
4.2,    33.78055,    0.02488      
4.2,    33.83432,    0.02357      
4.2,    33.89360,    0.02213      
4.2,    33.93775,    0.02108      
4.3,    33.98383,    0.01991      
4.3,    34.06421,    0.01909      
4.3,    34.12561,    0.01869      
4.3,    34.16673,    0.01841      
4.3,    34.20572,    0.01816      
4.3,    34.25462,    0.01786      
4.4,    34.33147,    0.01730      
4.4,    34.38855,    0.01694      
4.4,    34.45251,    0.01651      
4.4,    34.49704,    0.01621      
4.4,    34.59449,    0.01560      
4.4,    34.65952,    0.01517      
4.5,    34.70081,    0.01490      
4.5,    34.73030,    0.01465      
4.5,    34.77467,    0.01433      
4.5,    34.86250,    0.01378      
4.5,    34.94883,    0.01314      
4.5,    34.99945,    0.01277      
4.6,    35.05982,    0.01245      
4.6,    35.11634,    0.01221      
4.6,    35.16809,    0.01196      
4.6,    35.21272,    0.01180      
4.6,    35.27785,    0.01152      
4.6,    35.35356,    0.01120      
4.7,    35.42198,    0.01087      
4.7,    35.49545,    0.01062      
4.7,    35.56417,    0.01028      
4.7,    35.59581,    0.01013      
4.7,    35.65463,    0.00988      
4.7,    35.78170,    0.00929      
4.8,    35.82326,    0.00910      
4.8,    35.88940,    0.00881      
4.8,    35.94642,    0.00856      
4.8,    36.01056,    0.00827      
4.8,    36.06765,    0.00806      
4.8,    36.11656,    0.00792      
4.9,    36.16246,    0.00768      
4.9,    36.22866,    0.00743      
4.9,    36.30640,    0.00710      
4.9,    36.40644,    0.00670      
4.9,    36.41735,    0.00664      
4.9,    36.46043,    0.00652      
5.0,    36.53733,    0.00624      
5.0,    36.63173,    0.00588      
5.0,    36.67967,    0.00569      
5.0,    36.74427,    0.00544      
5.0,    36.80945,    0.00519      
5.0,    36.86893,    0.00491      
5.1,    36.92847,    0.00468      
5.1,    36.98746,    0.00442      
5.1,    37.06192,    0.00412      
5.1,    37.13678,    0.00380      
5.1,    37.22594,    0.00348      
5.1,    37.28354,    0.00323      
5.2,    37.34904,    0.00307      
5.2,    37.43891,    0.00275      
5.2,    37.49022,    0.00256      
5.2,    37.53946,    0.00231      
5.2,    37.61704,    0.00205      
5.2,    37.65693,    0.00193      
5.3,    37.71952,    0.00168      
5.3,    37.78418,    0.00140      
5.3,    37.87113,    0.00099      
5.3,    37.92781,    0.00069      
5.3,    37.98705,    0.00043      
5.3,    38.04802,    0.00025      
5.4,    38.12663,    -0.00012     
5.4,    38.18213,    -0.00036     
5.4,    38.26939,    -0.00075     
5.4,    38.37830,    -0.00117     
5.4,    38.43772,    -0.00141     
5.4,    38.50119,    -0.00174     
5.5,    38.55816,    -0.00201     
5.5,    38.62933,    -0.00228     
5.5,    38.67924,    -0.00249     
5.5,    38.72715,    -0.00267     
5.5,    38.80297,    -0.00297     
5.5,    38.88824,    -0.00334     
5.6,    38.93205,    -0.00356     
5.6,    38.99432,    -0.00381     
5.6,    39.07320,    -0.00408     
5.6,    39.14484,    -0.00437     
5.6,    39.24109,    -0.00471     
5.6,    39.29734,    -0.00494     
5.7,    39.35113,    -0.00514     
5.7,    39.44744,    -0.00552     
5.7,    39.48995,    -0.00572     
5.7,    39.56238,    -0.00603     
5.7,    39.68636,    -0.00649     
5.7,    39.74637,    -0.00678     
5.8,    39.78788,    -0.00695     
5.8,    39.85541,    -0.00722     
5.8,    39.94859,    -0.00760     
5.8,    40.01926,    -0.00787     
5.8,    40.07796,    -0.00816     
5.8,    40.15423,    -0.00847     
5.9,    40.22404,    -0.00876     
5.9,    40.25896,    -0.00895     
5.9,    40.29538,    -0.00913     
5.9,    40.35759,    -0.00941     
5.9,    40.46434,    -0.00980     
5.9,    40.52301,    -0.01007     
6.0,    40.64286,    -0.01052     
6.0,    40.71176,    -0.01083     
6.0,    40.75672,    -0.01098     
6.0,    40.82933,    -0.01127     
6.0,    40.88485,    -0.01153     
6.0,    40.98146,    -0.01192     
6.1,    41.04824,    -0.01217     
6.1,    41.17205,    -0.01262     
6.1,    41.24382,    -0.01290     
6.1,    41.29752,    -0.01315     
6.1,    41.35677,    -0.01344     
6.1,    41.44833,    -0.01380     
6.2,    41.50201,    -0.01407     
6.2,    41.57833,    -0.01436     
6.2,    41.63903,    -0.01465     
6.2,    41.73067,    -0.01498     
6.2,    41.79598,    -0.01525     
6.2,    41.84507,    -0.01548     
6.3,    41.92774,    -0.01585     
6.3,    41.97860,    -0.01604     
6.3,    42.07302,    -0.01644     
6.3,    42.14690,    -0.01674     
6.3,    42.22694,    -0.01704     
6.3,    42.32170,    -0.01742     
6.4,    42.41718,    -0.01785     
6.4,    42.48399,    -0.01814     
6.4,    42.55409,    -0.01851     
6.4,    42.59999,    -0.01873     
6.4,    42.66848,    -0.01907     
6.4,    42.76501,    -0.01946     
6.5,    42.82475,    -0.01973     
6.5,    42.87477,    -0.02000     
6.5,    42.94094,    -0.02031     
6.5,    43.00133,    -0.02056     
6.5,    43.09860,    -0.02097     
6.5,    43.16779,    -0.02138     
6.6,    43.24942,    -0.02175     
6.6,    43.40676,    -0.02233     
6.6,    43.44985,    -0.02261     
6.6,    43.46803,    -0.02279     
6.6,    43.52276,    -0.02311     
6.6,    43.62413,    -0.02355     
6.7,    43.72826,    -0.02402     
6.7,    43.82453,    -0.02446     
6.7,    43.90962,    -0.02487     
6.7,    43.95977,    -0.02522     
6.7,    44.01295,    -0.02550     
6.7,    44.09373,    -0.02586     
6.8,    44.14970,    -0.02619     
6.8,    44.23127,    -0.02657     
6.8,    44.31110,    -0.02695     
6.8,    44.36182,    -0.02725     
6.8,    44.44028,    -0.02762     
6.8,    44.53035,    -0.02800     
6.9,    44.62396,    -0.02844     
6.9,    44.71350,    -0.02887     
6.9,    44.79203,    -0.02928     
6.9,    44.89654,    -0.02976     
6.9,    44.95778,    -0.03014     
6.9,    45.04980,    -0.03060     
7.0,    45.09681,    -0.03092     
7.0,    45.14176,    -0.03127     
7.0,    45.23424,    -0.03169     
7.0,    45.33300,    -0.03215     
7.0,    45.40297,    -0.03254     
7.0,    45.46690,    -0.03291     
7.1,    45.55302,    -0.03330     
7.1,    45.61055,    -0.03368     
7.1,    45.71349,    -0.03415     
7.1,    45.80715,    -0.03460     
7.1,    45.89460,    -0.03502     
7.1,    45.95457,    -0.03541     
7.2,    46.01649,    -0.03580     
7.2,    46.08094,    -0.03621     
7.2,    46.15561,    -0.03657     
7.2,    46.25196,    -0.03708     
7.2,    46.32504,    -0.03750     
7.2,    46.37746,    -0.03791     
7.3,    46.46453,    -0.03839     
7.3,    46.57308,    -0.03887     
7.3,    46.65310,    -0.03930     
7.3,    46.71262,    -0.03977     
7.3,    46.79836,    -0.04027     
7.3,    46.84593,    -0.04067     
7.4,    46.92900,    -0.04116     
7.4,    47.00568,    -0.04162     
7.4,    47.06779,    -0.04208     
7.4,    47.16564,    -0.04260     
7.4,    47.25677,    -0.04314     
7.4,    47.31286,    -0.04358     
7.5,    47.38968,    -0.04413     
7.5,    47.47000,    -0.04463     
7.5,    47.55607,    -0.04514     
7.5,    47.66713,    -0.04574     
7.5,    47.74166,    -0.04612     
7.5,    47.78455,    -0.04651     
7.6,    47.83994,    -0.04696     
7.6,    47.92059,    -0.04748     
7.6,    48.01719,    -0.04800     
7.6,    48.12903,    -0.04872     
7.6,    48.22028,    -0.04929     
7.6,    48.28908,    -0.04978     
7.7,    48.33953,    -0.05025     
7.7,    48.43695,    -0.05085     
7.7,    48.53466,    -0.05144     
7.7,    48.59925,    -0.05191     
7.7,    48.67247,    -0.05245     
7.7,    48.74543,    -0.05297     
7.8,    48.82867,    -0.05346     
7.8,    48.89097,    -0.05396     
7.8,    48.97402,    -0.05451     
7.8,    49.07110,    -0.05507     
7.8,    49.13955,    -0.05560     
7.8,    49.21344,    -0.05601     
7.9,    49.28771,    -0.05654     
7.9,    49.38121,    -0.05714     
7.9,    49.46564,    -0.05764     
7.9,    49.52334,    -0.05815     
7.9,    49.61265,    -0.05871     
7.9,    49.68313,    -0.05932     
8.0,    49.73390,    -0.05978     
8.0,    49.82418,    -0.06036     
8.0,    49.93927,    -0.06103     
8.0,    50.01083,    -0.06161     
8.0,    50.08156,    -0.06212     
8.0,    50.13537,    -0.06262     
8.1,    50.25115,    -0.06337     
8.1,    50.32523,    -0.06397     
8.1,    50.40874,    -0.06454     
8.1,    50.48532,    -0.06509     
8.1,    50.53951,    -0.06568     
8.1,    50.59744,    -0.06610     
8.2,    50.71934,    -0.06673     
8.2,    50.80520,    -0.06729     
8.2,    50.87191,    -0.06785     
8.2,    50.94456,    -0.06834     
8.2,    51.02421,    -0.06896     
8.2,    51.12324,    -0.06955     
8.3,    51.16678,    -0.07007     
8.3,    51.23852,    -0.07062     
8.3,    51.36013,    -0.07131     
8.3,    51.44309,    -0.07195     
8.3,    51.50750,    -0.07256     
8.3,    51.58853,    -0.07319     
8.4,    51.66675,    -0.07379     
8.4,    51.75714,    -0.07439     
8.4,    51.82822,    -0.07508     
8.4,    51.92092,    -0.07571     
8.4,    51.98835,    -0.07620     
8.4,    52.06112,    -0.07680     
8.5,    52.15928,    -0.07741     
8.5,    52.27887,    -0.07800     
8.5,    52.32962,    -0.07858     
8.5,    52.38226,    -0.07914     
8.5,    52.46597,    -0.07969     
8.5,    52.52158,    -0.08034     
8.6,    52.61420,    -0.08102     
8.6,    52.71285,    -0.08161     
8.6,    52.81202,    -0.08229     
8.6,    52.90200,    -0.08292     
8.6,    52.96761,    -0.08350     
8.6,    53.01838,    -0.08397     
8.7,    53.11744,    -0.08460     
8.7,    53.22340,    -0.08518     
8.7,    53.31096,    -0.08575     
8.7,    53.38691,    -0.08630     
8.7,    53.46213,    -0.08686     
8.7,    53.55494,    -0.08746     
8.8,    53.58943,    -0.08789     
8.8,    53.65886,    -0.08840     
8.8,    53.76019,    -0.08896     
8.8,    53.83500,    -0.08942     
8.8,    53.93405,    -0.08993     
8.8,    53.99345,    -0.09039     
8.9,    54.08222,    -0.09088     
8.9,    54.17607,    -0.09145     
8.9,    54.26329,    -0.09199     
8.9,    54.32476,    -0.09255     
8.9,    54.38481,    -0.09310     
8.9,    54.47934,    -0.09369     
9.0,    54.56875,    -0.09418     
9.0,    54.61718,    -0.09468     
9.0,    54.69744,    -0.09520     
9.0,    54.79320,    -0.09574     
9.0,    54.90152,    -0.09632     
9.0,    54.98306,    -0.09689     
9.1,    55.07248,    -0.09746     
9.1,    55.13300,    -0.09799     
9.1,    55.19292,    -0.09841     
9.1,    55.26029,    -0.09895     
9.1,    55.32373,    -0.09944     
9.1,    55.40763,    -0.10004     
9.2,    55.52662,    -0.10063     
9.2,    55.63463,    -0.10124     
9.2,    55.70666,    -0.10171     
9.2,    55.78365,    -0.10221     
9.2,    55.88382,    -0.10276     
9.2,    56.02356,    -0.10337     
9.3,    56.10206,    -0.10401     
9.3,    56.14167,    -0.10443     
9.3,    56.24207,    -0.10501     
9.3,    56.34468,    -0.10551     
9.3,    56.44035,    -0.10595     
9.3,    56.52170,    -0.10644     
9.4,    56.61934,    -0.10695     
9.4,    56.68665,    -0.10768     
9.4,    56.77747,    -0.10818     
9.4,    56.83985,    -0.10869     
9.4,    56.91538,    -0.10908     
9.4,    56.99334,    -0.10954     
9.5,    57.05717,    -0.11012     
9.5,    57.11989,    -0.11056     
9.5,    57.21659,    -0.11103     
9.5,    57.29784,    -0.11158     
9.5,    57.35915,    -0.11208     
9.5,    57.43277,    -0.11257     
9.6,    57.52610,    -0.11313     
9.6,    57.61310,    -0.11361     
9.6,    57.67507,    -0.11403     
9.6,    57.75344,    -0.11452     
9.6,    57.85835,    -0.11493     
9.6,    57.92920,    -0.11526     
9.7,    58.00607,    -0.11574     
9.7,    58.07133,    -0.11611     
9.7,    58.15457,    -0.11661     
9.7,    58.23086,    -0.11712     
9.7,    58.31705,    -0.11766     
9.7,    58.41328,    -0.11813     
9.8,    58.49942,    -0.11861     
9.8,    58.56691,    -0.11909     
9.8,    58.63265,    -0.11964     
9.8,    58.70116,    -0.12000     
9.8,    58.79061,    -0.12043     
9.8,    58.92848,    -0.12089     
9.9,    59.05563,    -0.12144     
9.9,    59.10566,    -0.12190     
9.9,    59.19296,    -0.12233     
9.9,    59.25441,    -0.12273     
9.9,    59.32966,    -0.12322     
9.9,    59.42089,    -0.12376     
10.0,   59.50954,    -0.12428     
10.0,   59.61342,    -0.12480     
10.0,   59.68092,    -0.12516     
10.0,   59.76952,    -0.12566     
10.0,   59.82871,    -0.12609     
10.0,   59.91162,    -0.12645     
10.1,   60.01297,    -0.12693     
10.1,   60.08512,    -0.12737     
10.1,   60.16983,    -0.12782     
10.1,   60.24880,    -0.12833     
10.1,   60.33894,    -0.12876     
10.1,   60.43259,    -0.12911     
10.2,   60.52909,    -0.12959     
10.2,   60.59469,    -0.13008     
10.2,   60.66808,    -0.13062     
10.2,   60.79389,    -0.13109     
10.2,   60.84178,    -0.13166     
10.2,   60.90372,    -0.13208     
10.3,   60.99692,    -0.13248     
10.3,   61.08884,    -0.13302     
10.3,   61.13848,    -0.13356     
10.3,   61.22988,    -0.13407     
10.3,   61.31742,    -0.13461     
10.3,   61.44206,    -0.13510     
10.4,   61.56193,    -0.13557     
10.4,   61.63356,    -0.13591     
10.4,   61.71483,    -0.13636     
10.4,   61.77812,    -0.13680     
10.4,   61.83947,    -0.13718     
10.4,   61.96068,    -0.13762     
10.5,   62.04509,    -0.13812     
10.5,   62.11103,    -0.13862     
10.5,   62.17856,    -0.13891     
10.5,   62.26931,    -0.13945     
10.5,   62.36693,    -0.13996     
10.5,   62.42691,    -0.14044     
10.6,   62.47701,    -0.14093     
10.6,   62.57438,    -0.14155     
10.6,   62.65474,    -0.14201     
10.6,   62.74889,    -0.14255     
10.6,   62.82382,    -0.14292     
10.6,   62.90795,    -0.14336     
10.7,   62.98401,    -0.14387     
10.7,   63.06184,    -0.14434     
10.7,   63.17624,    -0.14486     
10.7,   63.25830,    -0.14523     
10.7,   63.33886,    -0.14565     
10.7,   63.42990,    -0.14630     
10.8,   63.50329,    -0.14666     
10.8,   63.60227,    -0.14692     
10.8,   63.65752,    -0.14729     
10.8,   63.71941,    -0.14773     
10.8,   63.82110,    -0.14800     
10.8,   63.90453,    -0.14833     
10.9,   64.01920,    -0.14867     
10.9,   64.13886,    -0.14896     
10.9,   64.25806,    -0.14940     
10.9,   64.33215,    -0.14971     
10.9,   64.42474,    -0.14994     
10.9,   64.50704,    -0.15015     
11.0,   64.56590,    -0.15026     
11.0,   64.66636,    -0.15061     
11.0,   64.79134,    -0.15094     
11.0,   64.87682,    -0.15135     
11.0,   64.93608,    -0.15163     
11.0,   65.02046,    -0.15193     
11.1,   65.06966,    -0.15198     
11.1,   65.14104,    -0.15219     
11.1,   65.26091,    -0.15251     
11.1,   65.32140,    -0.15270     
11.1,   65.43178,    -0.15303     
11.1,   65.54929,    -0.15334     
11.2,   65.59335,    -0.15325     
11.2,   65.66307,    -0.15330     
11.2,   65.72176,    -0.15355     
11.2,   65.82249,    -0.15386     
11.2,   65.92001,    -0.15413     
11.2,   66.02737,    -0.15441     
11.3,   66.08267,    -0.15457     
11.3,   66.12982,    -0.15489     
11.3,   66.22168,    -0.15506     
11.3,   66.29415,    -0.15534     
11.3,   66.37874,    -0.15561     
11.3,   66.47012,    -0.15590     
11.4,   66.58752,    -0.15615     
11.4,   66.68675,    -0.15644     
11.4,   66.78160,    -0.15670     
11.4,   66.87301,    -0.15701     
11.4,   66.94790,    -0.15727     
11.4,   67.04951,    -0.15756     
11.5,   67.09597,    -0.15779     
11.5,   67.18199,    -0.15811     
11.5,   67.27409,    -0.15832     
11.5,   67.39579,    -0.15864     
11.5,   67.46358,    -0.15892     
11.5,   67.53985,    -0.15925     
11.6,   67.59967,    -0.15948     
11.6,   67.70310,    -0.15978     
11.6,   67.82829,    -0.16007     
11.6,   67.95364,    -0.16037     
11.6,   67.99405,    -0.16058     
11.6,   68.02209,    -0.16079     
11.7,   68.11560,    -0.16100     
11.7,   68.22401,    -0.16133     
11.7,   68.32663,    -0.16163     
11.7,   68.39816,    -0.16190     
11.7,   68.47485,    -0.16224     
11.7,   68.52078,    -0.16244     
11.8,   68.59638,    -0.16272     
11.8,   68.72799,    -0.16313     
11.8,   68.87107,    -0.16346     
11.8,   68.93734,    -0.16375     
11.8,   68.99467,    -0.16398     
11.8,   69.08099,    -0.16432     
11.9,   69.15868,    -0.16460     
11.9,   69.25983,    -0.16492     
11.9,   69.36170,    -0.16518     
11.9,   69.44641,    -0.16548     
11.9,   69.52863,    -0.16577     
11.9,   69.60950,    -0.16608     
12.0,   69.71653,    -0.16640     
12.0,   69.81948,    -0.16674     
12.0,   69.87766,    -0.16699     
12.0,   69.95141,    -0.16730     
12.0,   70.04675,    -0.16758     
12.0,   70.15851,    -0.16789     
12.1,   70.21584,    -0.16816     
12.1,   70.26629,    -0.16844     
12.1,   70.34632,    -0.16875     
12.1,   70.47227,    -0.16915     
12.1,   70.57290,    -0.16937     
12.1,   70.66431,    -0.16969     
12.2,   70.70654,    -0.16996     
12.2,   70.78105,    -0.17027     
12.2,   70.87718,    -0.17060     
12.2,   70.97646,    -0.17089     
12.2,   71.07674,    -0.17126     
12.2,   71.16522,    -0.17157     
12.3,   71.27115,    -0.17200     
12.3,   71.41556,    -0.17237     
12.3,   71.46776,    -0.17264     
12.3,   71.53485,    -0.17292     
12.3,   71.61864,    -0.17325     
12.3,   71.70335,    -0.17343     
12.4,   71.76302,    -0.17369     
12.4,   71.84605,    -0.17404     
12.4,   71.91143,    -0.17433     
12.4,   71.98469,    -0.17461     
12.4,   72.07410,    -0.17490     
12.4,   72.18005,    -0.17519     
12.5,   72.29970,    -0.17555     
12.5,   72.34925,    -0.17581     
12.5,   72.42271,    -0.17614     
12.5,   72.49318,    -0.17642     
12.5,   72.60572,    -0.17671     
12.5,   72.69988,    -0.17704     
12.6,   72.78903,    -0.17735     
12.6,   72.88882,    -0.17766     
12.6,   72.96866,    -0.17795     
12.6,   73.06248,    -0.17831     
12.6,   73.13866,    -0.17863     
12.6,   73.23698,    -0.17897     
12.7,   73.32578,    -0.17927     
12.7,   73.43752,    -0.17967     
12.7,   73.55058,    -0.18002     
12.7,   73.63967,    -0.18032     
12.7,   73.72077,    -0.18063     
12.7,   73.80666,    -0.18095     
12.8,   73.86413,    -0.18122     
12.8,   73.92652,    -0.18148     
12.8,   74.04607,    -0.18184     
12.8,   74.10818,    -0.18212     
12.8,   74.19624,    -0.18243     
12.8,   74.29945,    -0.18275     
12.9,   74.39513,    -0.18311     
12.9,   74.47495,    -0.18339     
12.9,   74.56814,    -0.18367     
12.9,   74.62617,    -0.18395     
12.9,   74.70602,    -0.18427     
12.9,   74.76323,    -0.18456     
13.0,   74.85741,    -0.18487     
13.0,   74.98454,    -0.18522     
13.0,   75.09932,    -0.18555     
13.0,   75.18011,    -0.18585     
13.0,   75.22149,    -0.18610     
13.0,   75.32037,    -0.18645     
13.1,   75.41531,    -0.18679     
13.1,   75.52665,    -0.18707     
13.1,   75.63422,    -0.18739     
13.1,   75.72379,    -0.18766     
13.1,   75.78084,    -0.18795     
13.1,   75.84436,    -0.18822     
13.2,   75.93829,    -0.18859     
13.2,   76.02435,    -0.18892     
13.2,   76.12541,    -0.18925     
13.2,   76.21144,    -0.18958     
13.2,   76.30681,    -0.18993     
13.2,   76.40122,    -0.19027     
