时间,     温度,          热重
0.0,    29.87536,    -0.00078     
0.0,    29.87745,    -0.00473     
0.0,    29.87648,    -0.00441     
0.1,    29.87239,    -0.00394     
0.1,    29.86872,    -0.00454     
0.1,    29.85070,    -0.00687     
0.1,    29.85044,    -0.00888     
0.1,    29.85528,    -0.01086     
0.1,    29.85789,    -0.01225     
0.2,    29.85357,    -0.01362     
0.2,    29.85325,    -0.01475     
0.2,    29.86297,    -0.01560     
0.2,    29.86338,    -0.01623     
0.2,    29.86571,    -0.01698     
0.2,    29.86778,    -0.01765     
0.3,    29.87752,    -0.01823     
0.3,    29.88096,    -0.01884     
0.3,    29.86559,    -0.01937     
0.3,    29.86491,    -0.01981     
0.3,    29.86758,    -0.02024     
0.3,    29.86958,    -0.02054     
0.4,    29.86362,    -0.02079     
0.4,    29.86893,    -0.02109     
0.4,    29.87228,    -0.02138     
0.4,    29.87337,    -0.02162     
0.4,    29.87313,    -0.02181     
0.4,    29.87589,    -0.02209     
0.5,    29.87704,    -0.02230     
0.5,    29.87710,    -0.02252     
0.5,    29.88670,    -0.02278     
0.5,    29.88872,    -0.02287     
0.5,    29.88629,    -0.02297     
0.5,    29.87712,    -0.02310     
0.6,    29.87565,    -0.02318     
0.6,    29.87653,    -0.02334     
0.6,    29.87608,    -0.02342     
0.6,    29.87645,    -0.02353     
0.6,    29.87516,    -0.02355     
0.6,    29.87380,    -0.02354     
0.7,    29.87629,    -0.02341     
0.7,    29.87849,    -0.02325     
0.7,    29.88614,    -0.02310     
0.7,    29.89852,    -0.02302     
0.7,    29.92086,    -0.02302     
0.7,    29.92400,    -0.02297     
0.8,    29.92517,    -0.02291     
0.8,    29.93146,    -0.02290     
0.8,    29.93485,    -0.02279     
0.8,    29.93740,    -0.02279     
0.8,    29.94095,    -0.02274     
0.8,    29.94450,    -0.02265     
0.9,    29.94758,    -0.02256     
0.9,    29.95098,    -0.02255     
0.9,    29.95401,    -0.02248     
0.9,    29.95364,    -0.02241     
0.9,    29.95795,    -0.02231     
0.9,    29.96405,    -0.02223     
1.0,    29.97741,    -0.02224     
1.0,    29.99643,    -0.02228     
1.0,    30.01453,    -0.02241     
1.0,    30.02520,    -0.02246     
1.0,    30.03069,    -0.02249     
1.0,    30.04954,    -0.02263     
1.1,    30.06727,    -0.02277     
1.1,    30.08251,    -0.02288     
1.1,    30.09094,    -0.02298     
1.1,    30.09588,    -0.02305     
1.1,    30.08887,    -0.02310     
1.1,    30.12680,    -0.02331     
1.2,    30.14337,    -0.02342     
1.2,    30.16875,    -0.02356     
1.2,    30.17487,    -0.02361     
1.2,    30.17855,    -0.02366     
1.2,    30.19387,    -0.02371     
1.2,    30.20667,    -0.02382     
1.3,    30.21422,    -0.02391     
1.3,    30.22201,    -0.02398     
1.3,    30.24352,    -0.02410     
1.3,    30.25183,    -0.02415     
1.3,    30.25631,    -0.02418     
1.3,    30.27069,    -0.02425     
1.4,    30.27463,    -0.02426     
1.4,    30.29621,    -0.02433     
1.4,    30.33064,    -0.02443     
1.4,    30.36632,    -0.02450     
1.4,    30.38870,    -0.02445     
1.4,    30.39631,    -0.02445     
1.5,    30.43449,    -0.02451     
1.5,    30.46889,    -0.02455     
1.5,    30.49479,    -0.02457     
1.5,    30.48627,    -0.02449     
1.5,    30.49266,    -0.02447     
1.5,    30.51075,    -0.02450     
1.6,    30.52316,    -0.02452     
1.6,    30.54662,    -0.02456     
1.6,    30.58612,    -0.02465     
1.6,    30.59836,    -0.02463     
1.6,    30.61836,    -0.02462     
1.6,    30.65727,    -0.02469     
1.7,    30.67808,    -0.02469     
1.7,    30.68936,    -0.02469     
1.7,    30.70504,    -0.02471     
1.7,    30.73533,    -0.02475     
1.7,    30.76613,    -0.02481     
1.7,    30.77600,    -0.02475     
1.8,    30.80303,    -0.02478     
1.8,    30.83701,    -0.02485     
1.8,    30.86910,    -0.02491     
1.8,    30.89870,    -0.02490     
1.8,    30.91056,    -0.02484     
1.8,    30.93371,    -0.02487     
1.9,    30.96206,    -0.02492     
1.9,    30.98400,    -0.02490     
1.9,    31.02292,    -0.02494     
1.9,    31.04103,    -0.02488     
1.9,    31.05035,    -0.02478     
1.9,    31.07012,    -0.02467     
2.0,    31.11649,    -0.02466     
2.0,    31.15710,    -0.02468     
2.0,    31.18491,    -0.02465     
2.0,    31.22062,    -0.02469     
2.0,    31.24235,    -0.02467     
2.0,    31.28584,    -0.02468     
2.1,    31.31750,    -0.02467     
2.1,    31.32660,    -0.02461     
2.1,    31.34565,    -0.02450     
2.1,    31.35913,    -0.02442     
2.1,    31.40244,    -0.02445     
2.1,    31.43616,    -0.02445     
2.2,    31.46406,    -0.02444     
2.2,    31.47007,    -0.02437     
2.2,    31.49320,    -0.02436     
2.2,    31.54714,    -0.02439     
2.2,    31.59974,    -0.02445     
2.2,    31.63263,    -0.02446     
2.3,    31.66638,    -0.02445     
2.3,    31.67929,    -0.02442     
2.3,    31.69017,    -0.02440     
2.3,    31.75089,    -0.02455     
2.3,    31.80021,    -0.02467     
2.3,    31.82648,    -0.02468     
2.4,    31.86136,    -0.02470     
2.4,    31.87103,    -0.02468     
2.4,    31.91106,    -0.02477     
2.4,    31.91944,    -0.02473     
2.4,    31.95394,    -0.02476     
2.4,    31.99286,    -0.02482     
2.5,    32.03196,    -0.02486     
2.5,    32.08971,    -0.02495     
2.5,    32.15554,    -0.02505     
2.5,    32.19009,    -0.02508     
2.5,    32.22361,    -0.02511     
2.5,    32.23535,    -0.02506     
2.6,    32.29014,    -0.02514     
2.6,    32.36774,    -0.02529     
2.6,    32.40170,    -0.02532     
2.6,    32.42194,    -0.02532     
2.6,    32.44849,    -0.02533     
2.6,    32.45762,    -0.02530     
2.7,    32.50188,    -0.02538     
2.7,    32.53175,    -0.02543     
2.7,    32.57297,    -0.02548     
2.7,    32.59681,    -0.02539     
2.7,    32.65348,    -0.02542     
2.7,    32.70830,    -0.02548     
2.8,    32.70622,    -0.02538     
2.8,    32.73568,    -0.02538     
2.8,    32.79419,    -0.02545     
2.8,    32.85432,    -0.02554     
2.8,    32.88703,    -0.02558     
2.8,    32.93057,    -0.02572     
2.9,    32.96284,    -0.02580     
2.9,    32.99794,    -0.02592     
2.9,    33.03441,    -0.02603     
2.9,    33.06912,    -0.02619     
2.9,    33.10597,    -0.02633     
2.9,    33.14896,    -0.02648     
3.0,    33.18685,    -0.02663     
3.0,    33.21116,    -0.02673     
3.0,    33.29398,    -0.02697     
3.0,    33.34880,    -0.02712     
3.0,    33.39214,    -0.02727     
3.0,    33.40591,    -0.02731     
3.1,    33.43911,    -0.02744     
3.1,    33.47406,    -0.02756     
3.1,    33.50659,    -0.02768     
3.1,    33.56491,    -0.02782     
3.1,    33.64453,    -0.02801     
3.1,    33.66696,    -0.02802     
3.2,    33.69565,    -0.02803     
3.2,    33.73742,    -0.02808     
3.2,    33.77725,    -0.02811     
3.2,    33.84531,    -0.02826     
3.2,    33.91967,    -0.02846     
3.2,    33.98621,    -0.02863     
3.3,    34.00964,    -0.02867     
3.3,    34.02327,    -0.02868     
3.3,    34.05800,    -0.02876     
3.3,    34.10773,    -0.02888     
3.3,    34.17139,    -0.02905     
3.3,    34.23768,    -0.02923     
3.4,    34.26020,    -0.02929     
3.4,    34.28891,    -0.02938     
3.4,    34.35555,    -0.02957     
3.4,    34.41539,    -0.02973     
3.4,    34.49104,    -0.02993     
3.4,    34.53241,    -0.03004     
3.5,    34.54992,    -0.03008     
3.5,    34.59524,    -0.03022     
3.5,    34.67023,    -0.03044     
3.5,    34.72005,    -0.03058     
3.5,    34.74036,    -0.03065     
3.5,    34.75846,    -0.03072     
3.6,    34.80477,    -0.03086     
3.6,    34.89680,    -0.03113     
3.6,    34.96735,    -0.03135     
3.6,    34.97500,    -0.03134     
3.6,    35.00971,    -0.03136     
3.6,    35.03089,    -0.03131     
3.7,    35.09769,    -0.03139     
3.7,    35.13318,    -0.03139     
3.7,    35.21795,    -0.03162     
3.7,    35.29606,    -0.03190     
3.7,    35.36681,    -0.03217     
3.7,    35.40590,    -0.03235     
3.8,    35.47296,    -0.03259     
3.8,    35.49009,    -0.03271     
3.8,    35.50193,    -0.03284     
3.8,    35.54627,    -0.03305     
3.8,    35.61597,    -0.03331     
3.8,    35.69353,    -0.03359     
3.9,    35.75522,    -0.03384     
3.9,    35.80446,    -0.03404     
3.9,    35.84190,    -0.03421     
3.9,    35.91545,    -0.03449     
3.9,    35.99468,    -0.03476     
3.9,    36.01785,    -0.03489     
4.0,    36.01600,    -0.03496     
4.0,    36.06884,    -0.03516     
4.0,    36.10913,    -0.03534     
4.0,    36.16690,    -0.03555     
4.0,    36.21346,    -0.03576     
4.0,    36.23824,    -0.03589     
4.1,    36.30494,    -0.03608     
4.1,    36.38297,    -0.03624     
4.1,    36.43678,    -0.03634     
4.1,    36.47768,    -0.03643     
4.1,    36.51058,    -0.03649     
4.1,    36.55278,    -0.03655     
4.2,    36.62231,    -0.03667     
4.2,    36.67709,    -0.03676     
4.2,    36.72417,    -0.03683     
4.2,    36.78890,    -0.03696     
4.2,    36.84966,    -0.03710     
4.2,    36.89552,    -0.03721     
4.3,    36.97087,    -0.03738     
4.3,    37.03112,    -0.03751     
4.3,    37.07346,    -0.03762     
4.3,    37.13552,    -0.03772     
4.3,    37.16427,    -0.03778     
4.3,    37.22027,    -0.03790     
4.4,    37.27758,    -0.03802     
4.4,    37.36246,    -0.03820     
4.4,    37.38927,    -0.03828     
4.4,    37.45456,    -0.03842     
4.4,    37.52722,    -0.03860     
4.4,    37.56649,    -0.03869     
4.5,    37.60080,    -0.03877     
4.5,    37.64862,    -0.03887     
4.5,    37.69082,    -0.03895     
4.5,    37.75330,    -0.03906     
4.5,    37.85910,    -0.03929     
4.5,    37.91827,    -0.03943     
4.6,    37.96828,    -0.03952     
4.6,    38.02015,    -0.03965     
4.6,    38.05023,    -0.03972     
4.6,    38.11989,    -0.03982     
4.6,    38.24282,    -0.04001     
4.6,    38.32122,    -0.04009     
4.7,    38.36473,    -0.04011     
4.7,    38.42064,    -0.04013     
4.7,    38.49499,    -0.04023     
4.7,    38.54716,    -0.04027     
4.7,    38.62403,    -0.04041     
4.7,    38.69581,    -0.04056     
4.8,    38.73246,    -0.04066     
4.8,    38.80772,    -0.04087     
4.8,    38.86823,    -0.04105     
4.8,    38.93117,    -0.04123     
4.8,    38.99355,    -0.04142     
4.8,    39.06025,    -0.04166     
4.9,    39.12620,    -0.04182     
4.9,    39.19696,    -0.04202     
4.9,    39.24899,    -0.04220     
4.9,    39.27103,    -0.04231     
4.9,    39.31566,    -0.04245     
4.9,    39.37603,    -0.04263     
5.0,    39.43099,    -0.04282     
5.0,    39.50497,    -0.04303     
5.0,    39.58120,    -0.04328     
5.0,    39.63727,    -0.04347     
5.0,    39.70663,    -0.04368     
5.0,    39.75647,    -0.04387     
5.1,    39.79243,    -0.04403     
5.1,    39.83272,    -0.04422     
5.1,    39.90658,    -0.04444     
5.1,    39.97855,    -0.04466     
5.1,    40.02143,    -0.04483     
5.1,    40.09670,    -0.04506     
5.2,    40.14956,    -0.04526     
5.2,    40.19872,    -0.04545     
5.2,    40.24608,    -0.04564     
5.2,    40.28818,    -0.04582     
5.2,    40.35347,    -0.04603     
5.2,    40.41698,    -0.04625     
5.3,    40.44865,    -0.04643     
5.3,    40.52996,    -0.04668     
5.3,    40.60604,    -0.04692     
5.3,    40.68954,    -0.04719     
5.3,    40.76366,    -0.04744     
5.3,    40.81089,    -0.04763     
5.4,    40.86458,    -0.04785     
5.4,    40.94741,    -0.04809     
5.4,    41.03912,    -0.04836     
5.4,    41.08981,    -0.04853     
5.4,    41.12199,    -0.04868     
5.4,    41.21569,    -0.04893     
5.5,    41.28201,    -0.04915     
5.5,    41.31311,    -0.04932     
5.5,    41.41683,    -0.04963     
5.5,    41.52401,    -0.04996     
5.5,    41.58051,    -0.05018     
5.5,    41.60480,    -0.05035     
5.6,    41.68085,    -0.05056     
5.6,    41.75039,    -0.05077     
5.6,    41.82240,    -0.05097     
5.6,    41.88953,    -0.05122     
5.6,    41.96653,    -0.05147     
5.6,    42.05984,    -0.05171     
5.7,    42.09665,    -0.05182     
5.7,    42.15658,    -0.05200     
5.7,    42.24316,    -0.05225     
5.7,    42.31350,    -0.05249     
5.7,    42.39994,    -0.05275     
5.7,    42.43766,    -0.05294     
5.8,    42.47889,    -0.05315     
5.8,    42.55382,    -0.05341     
5.8,    42.61415,    -0.05369     
5.8,    42.65062,    -0.05391     
5.8,    42.68861,    -0.05412     
5.8,    42.78922,    -0.05452     
5.9,    42.88111,    -0.05487     
5.9,    42.96879,    -0.05523     
5.9,    43.01610,    -0.05548     
5.9,    43.05615,    -0.05571     
5.9,    43.09906,    -0.05594     
5.9,    43.15704,    -0.05623     
6.0,    43.31697,    -0.05673     
6.0,    43.41517,    -0.05712     
6.0,    43.43404,    -0.05739     
6.0,    43.51167,    -0.05772     
6.0,    43.57484,    -0.05802     
6.0,    43.64048,    -0.05834     
6.1,    43.68514,    -0.05861     
6.1,    43.73476,    -0.05892     
6.1,    43.82498,    -0.05925     
6.1,    43.88668,    -0.05957     
6.1,    43.97982,    -0.05996     
6.1,    44.04767,    -0.06029     
6.2,    44.10015,    -0.06059     
6.2,    44.17300,    -0.06085     
6.2,    44.26129,    -0.06116     
6.2,    44.32017,    -0.06141     
6.2,    44.39915,    -0.06171     
6.2,    44.47071,    -0.06202     
6.3,    44.50909,    -0.06232     
6.3,    44.59242,    -0.06271     
6.3,    44.64768,    -0.06310     
6.3,    44.73293,    -0.06356     
6.3,    44.82817,    -0.06403     
6.3,    44.87925,    -0.06445     
6.4,    44.90786,    -0.06482     
6.4,    45.00259,    -0.06530     
6.4,    45.08024,    -0.06579     
6.4,    45.13723,    -0.06619     
6.4,    45.22809,    -0.06660     
6.4,    45.31101,    -0.06706     
6.5,    45.37431,    -0.06749     
6.5,    45.40590,    -0.06790     
6.5,    45.45691,    -0.06835     
6.5,    45.55176,    -0.06885     
6.5,    45.62692,    -0.06935     
6.5,    45.72849,    -0.06990     
6.6,    45.81759,    -0.07040     
6.6,    45.89181,    -0.07090     
6.6,    45.92357,    -0.07131     
6.6,    45.99323,    -0.07182     
6.6,    46.05001,    -0.07226     
6.6,    46.11392,    -0.07275     
6.7,    46.17879,    -0.07322     
6.7,    46.25143,    -0.07374     
6.7,    46.35571,    -0.07423     
6.7,    46.45687,    -0.07476     
6.7,    46.51679,    -0.07531     
6.7,    46.55460,    -0.07588     
6.8,    46.62740,    -0.07646     
6.8,    46.68514,    -0.07696     
6.8,    46.71210,    -0.07743     
6.8,    46.80070,    -0.07803     
6.8,    46.89812,    -0.07861     
6.8,    47.01377,    -0.07921     
6.9,    47.06139,    -0.07974     
6.9,    47.12938,    -0.08022     
6.9,    47.18801,    -0.08069     
6.9,    47.25592,    -0.08122     
6.9,    47.34113,    -0.08186     
6.9,    47.40362,    -0.08244     
7.0,    47.45058,    -0.08303     
7.0,    47.51704,    -0.08367     
7.0,    47.57620,    -0.08430     
7.0,    47.65269,    -0.08496     
7.0,    47.74170,    -0.08576     
7.0,    47.83529,    -0.08650     
7.1,    47.88427,    -0.08720     
7.1,    47.92798,    -0.08793     
7.1,    48.04131,    -0.08876     
7.1,    48.12763,    -0.08958     
7.1,    48.21058,    -0.09036     
7.1,    48.25086,    -0.09100     
7.2,    48.31243,    -0.09170     
7.2,    48.37732,    -0.09247     
7.2,    48.47570,    -0.09329     
7.2,    48.54958,    -0.09407     
7.2,    48.59285,    -0.09481     
7.2,    48.68497,    -0.09567     
7.3,    48.76804,    -0.09651     
7.3,    48.82573,    -0.09731     
7.3,    48.93494,    -0.09826     
7.3,    48.99731,    -0.09926     
7.3,    49.06034,    -0.10021     
7.3,    49.10209,    -0.10103     
7.4,    49.18012,    -0.10193     
7.4,    49.26373,    -0.10295     
7.4,    49.33788,    -0.10393     
7.4,    49.41169,    -0.10489     
7.4,    49.48220,    -0.10585     
7.4,    49.61915,    -0.10693     
7.5,    49.66771,    -0.10789     
7.5,    49.75221,    -0.10893     
7.5,    49.85174,    -0.10996     
7.5,    49.92631,    -0.11092     
7.5,    49.99679,    -0.11186     
7.5,    50.05502,    -0.11284     
7.6,    50.10246,    -0.11370     
7.6,    50.16433,    -0.11460     
7.6,    50.25846,    -0.11546     
7.6,    50.30807,    -0.11631     
7.6,    50.43308,    -0.11720     
7.6,    50.49051,    -0.11799     
7.7,    50.55667,    -0.11878     
7.7,    50.61279,    -0.11955     
7.7,    50.66550,    -0.12038     
7.7,    50.72410,    -0.12124     
7.7,    50.83612,    -0.12219     
7.7,    50.92708,    -0.12314     
7.8,    50.98519,    -0.12404     
7.8,    51.06111,    -0.12490     
7.8,    51.12787,    -0.12574     
7.8,    51.20518,    -0.12656     
7.8,    51.25760,    -0.12736     
7.8,    51.31612,    -0.12806     
7.9,    51.44597,    -0.12904     
7.9,    51.53061,    -0.12997     
7.9,    51.64117,    -0.13094     
7.9,    51.71383,    -0.13191     
7.9,    51.76487,    -0.13278     
7.9,    51.80683,    -0.13376     
8.0,    51.87148,    -0.13461     
8.0,    51.92573,    -0.13538     
8.0,    52.04272,    -0.13633     
8.0,    52.12144,    -0.13726     
8.0,    52.15416,    -0.13816     
8.0,    52.21134,    -0.13912     
8.1,    52.29301,    -0.14008     
8.1,    52.39812,    -0.14106     
8.1,    52.49085,    -0.14198     
8.1,    52.52072,    -0.14277     
8.1,    52.63233,    -0.14365     
8.1,    52.71526,    -0.14459     
8.2,    52.77917,    -0.14546     
8.2,    52.83111,    -0.14638     
8.2,    52.91091,    -0.14714     
8.2,    53.01539,    -0.14796     
8.2,    53.10465,    -0.14886     
8.2,    53.22382,    -0.14982     
8.3,    53.29425,    -0.15066     
8.3,    53.31903,    -0.15134     
8.3,    53.38679,    -0.15220     
8.3,    53.45686,    -0.15312     
8.3,    53.51257,    -0.15394     
8.3,    53.58550,    -0.15474     
8.4,    53.68619,    -0.15556     
8.4,    53.76879,    -0.15636     
8.4,    53.82251,    -0.15724     
8.4,    53.91054,    -0.15810     
8.4,    54.00420,    -0.15900     
8.4,    54.06771,    -0.15985     
8.5,    54.15050,    -0.16072     
8.5,    54.20016,    -0.16154     
8.5,    54.27524,    -0.16248     
8.5,    54.38353,    -0.16345     
8.5,    54.51138,    -0.16443     
8.5,    54.54770,    -0.16528     
8.6,    54.61404,    -0.16611     
8.6,    54.68441,    -0.16696     
8.6,    54.75846,    -0.16783     
8.6,    54.82349,    -0.16884     
8.6,    54.89633,    -0.16969     
8.6,    54.96438,    -0.17058     
8.7,    55.06538,    -0.17162     
8.7,    55.13390,    -0.17259     
8.7,    55.16764,    -0.17354     
8.7,    55.24836,    -0.17452     
8.7,    55.33384,    -0.17547     
8.7,    55.41392,    -0.17642     
8.8,    55.50452,    -0.17735     
8.8,    55.60208,    -0.17829     
8.8,    55.69386,    -0.17921     
8.8,    55.76447,    -0.18018     
8.8,    55.80160,    -0.18104     
8.8,    55.84477,    -0.18190     
8.9,    55.91121,    -0.18282     
8.9,    56.00901,    -0.18373     
8.9,    56.09661,    -0.18457     
8.9,    56.18449,    -0.18548     
8.9,    56.24906,    -0.18634     
8.9,    56.35416,    -0.18724     
9.0,    56.39866,    -0.18804     
9.0,    56.48808,    -0.18889     
9.0,    56.59170,    -0.18972     
9.0,    56.68145,    -0.19057     
9.0,    56.74835,    -0.19147     
9.0,    56.80268,    -0.19230     
9.1,    56.86558,    -0.19323     
9.1,    56.94907,    -0.19394     
9.1,    57.04020,    -0.19482     
9.1,    57.11974,    -0.19556     
9.1,    57.17200,    -0.19644     
9.1,    57.25653,    -0.19731     
9.2,    57.33503,    -0.19822     
9.2,    57.39725,    -0.19912     
9.2,    57.46204,    -0.20009     
9.2,    57.57617,    -0.20108     
9.2,    57.65456,    -0.20201     
9.2,    57.72432,    -0.20296     
9.3,    57.81023,    -0.20405     
9.3,    57.87545,    -0.20497     
9.3,    57.95155,    -0.20593     
9.3,    58.00303,    -0.20683     
9.3,    58.05544,    -0.20779     
9.3,    58.12482,    -0.20879     
9.4,    58.24168,    -0.20978     
9.4,    58.33170,    -0.21075     
9.4,    58.39716,    -0.21163     
9.4,    58.48536,    -0.21243     
9.4,    58.54792,    -0.21325     
9.4,    58.61732,    -0.21410     
9.5,    58.67350,    -0.21509     
9.5,    58.76011,    -0.21607     
9.5,    58.83417,    -0.21706     
9.5,    58.95520,    -0.21812     
9.5,    59.05373,    -0.21909     
9.5,    59.10077,    -0.21999     
9.6,    59.15243,    -0.22101     
9.6,    59.25206,    -0.22198     
9.6,    59.30220,    -0.22294     
9.6,    59.36373,    -0.22394     
9.6,    59.45910,    -0.22497     
9.6,    59.53250,    -0.22602     
9.7,    59.62410,    -0.22701     
9.7,    59.69041,    -0.22805     
9.7,    59.76889,    -0.22906     
9.7,    59.86605,    -0.23001     
9.7,    59.95041,    -0.23084     
9.7,    60.02330,    -0.23169     
9.8,    60.07879,    -0.23264     
9.8,    60.15533,    -0.23375     
9.8,    60.24678,    -0.23476     
9.8,    60.32921,    -0.23585     
9.8,    60.40392,    -0.23681     
9.8,    60.45565,    -0.23775     
9.9,    60.53686,    -0.23873     
9.9,    60.65300,    -0.23966     
9.9,    60.71609,    -0.24061     
9.9,    60.76143,    -0.24143     
9.9,    60.82351,    -0.24216     
9.9,    60.91825,    -0.24301     
10.0,   60.98378,    -0.24397     
10.0,   61.04794,    -0.24505     
10.0,   61.17602,    -0.24607     
10.0,   61.24539,    -0.24696     
10.0,   61.33322,    -0.24788     
10.0,   61.42128,    -0.24885     
10.1,   61.52777,    -0.24976     
10.1,   61.57731,    -0.25050     
10.1,   61.63549,    -0.25138     
10.1,   61.68486,    -0.25227     
10.1,   61.77359,    -0.25322     
10.1,   61.84286,    -0.25431     
10.2,   61.92865,    -0.25537     
10.2,   62.01101,    -0.25648     
10.2,   62.11017,    -0.25758     
10.2,   62.17947,    -0.25861     
10.2,   62.24588,    -0.25939     
10.2,   62.32002,    -0.26030     
10.3,   62.42013,    -0.26143     
10.3,   62.46832,    -0.26240     
10.3,   62.55270,    -0.26345     
10.3,   62.63508,    -0.26456     
10.3,   62.68372,    -0.26561     
10.3,   62.75039,    -0.26669     
10.4,   62.82911,    -0.26780     
10.4,   62.97842,    -0.26888     
10.4,   63.05782,    -0.26988     
10.4,   63.10189,    -0.27091     
10.4,   63.16281,    -0.27198     
10.4,   63.25124,    -0.27309     
10.5,   63.30690,    -0.27417     
10.5,   63.41119,    -0.27525     
10.5,   63.49594,    -0.27645     
10.5,   63.54561,    -0.27767     
10.5,   63.61016,    -0.27891     
10.5,   63.74219,    -0.28015     
10.6,   63.81815,    -0.28131     
10.6,   63.89048,    -0.28217     
10.6,   63.98819,    -0.28315     
10.6,   64.07243,    -0.28418     
10.6,   64.15405,    -0.28526     
10.6,   64.23603,    -0.28638     
10.7,   64.28438,    -0.28726     
10.7,   64.37076,    -0.28847     
10.7,   64.42761,    -0.28964     
10.7,   64.52428,    -0.29087     
10.7,   64.61533,    -0.29201     
10.7,   64.68362,    -0.29320     
10.8,   64.76385,    -0.29439     
10.8,   64.83185,    -0.29565     
10.8,   64.90128,    -0.29681     
10.8,   64.96832,    -0.29816     
10.8,   65.04104,    -0.29946     
10.8,   65.11913,    -0.30080     
10.9,   65.21818,    -0.30223     
10.9,   65.32838,    -0.30359     
10.9,   65.38049,    -0.30488     
10.9,   65.48583,    -0.30615     
10.9,   65.55969,    -0.30742     
10.9,   65.61982,    -0.30879     
11.0,   65.70337,    -0.31025     
11.0,   65.75949,    -0.31172     
11.0,   65.84285,    -0.31318     
11.0,   65.92429,    -0.31469     
11.0,   66.03983,    -0.31618     
11.0,   66.11309,    -0.31762     
11.1,   66.17048,    -0.31900     
11.1,   66.24171,    -0.32027     
11.1,   66.34302,    -0.32161     
11.1,   66.40687,    -0.32300     
11.1,   66.50732,    -0.32439     
11.1,   66.56860,    -0.32569     
11.2,   66.63435,    -0.32704     
11.2,   66.72542,    -0.32837     
11.2,   66.80937,    -0.32962     
11.2,   66.88988,    -0.33081     
11.2,   66.95139,    -0.33197     
11.2,   67.05445,    -0.33313     
11.3,   67.17637,    -0.33436     
11.3,   67.25539,    -0.33556     
11.3,   67.32507,    -0.33672     
11.3,   67.39816,    -0.33798     
11.3,   67.43983,    -0.33917     
11.3,   67.52898,    -0.34043     
11.4,   67.63968,    -0.34168     
11.4,   67.72654,    -0.34293     
11.4,   67.78294,    -0.34414     
11.4,   67.83949,    -0.34537     
11.4,   67.95417,    -0.34660     
11.4,   68.02826,    -0.34780     
11.5,   68.10266,    -0.34899     
11.5,   68.18097,    -0.35014     
11.5,   68.22988,    -0.35122     
11.5,   68.28265,    -0.35237     
11.5,   68.39458,    -0.35362     
11.5,   68.49980,    -0.35478     
11.6,   68.58479,    -0.35591     
11.6,   68.65002,    -0.35708     
11.6,   68.71725,    -0.35815     
11.6,   68.78924,    -0.35924     
11.6,   68.87761,    -0.36041     
11.6,   68.95745,    -0.36159     
11.7,   69.00993,    -0.36273     
11.7,   69.07571,    -0.36383     
11.7,   69.18851,    -0.36489     
11.7,   69.29354,    -0.36605     
11.7,   69.38119,    -0.36713     
11.7,   69.47266,    -0.36816     
11.8,   69.54105,    -0.36918     
11.8,   69.59521,    -0.37025     
11.8,   69.71339,    -0.37131     
11.8,   69.77276,    -0.37237     
11.8,   69.83694,    -0.37350     
11.8,   69.92728,    -0.37462     
11.9,   70.00250,    -0.37582     
11.9,   70.09870,    -0.37696     
11.9,   70.17342,    -0.37799     
11.9,   70.23517,    -0.37902     
11.9,   70.30636,    -0.38003     
11.9,   70.37657,    -0.38101     
12.0,   70.43941,    -0.38194     
12.0,   70.55137,    -0.38303     
12.0,   70.63996,    -0.38416     
12.0,   70.70301,    -0.38521     
12.0,   70.78532,    -0.38639     
12.0,   70.88738,    -0.38753     
12.1,   70.97013,    -0.38869     
12.1,   71.01820,    -0.38990     
12.1,   71.10358,    -0.39108     
12.1,   71.19693,    -0.39225     
12.1,   71.30054,    -0.39339     
12.1,   71.39429,    -0.39447     
12.2,   71.45966,    -0.39562     
12.2,   71.51500,    -0.39680     
12.2,   71.60824,    -0.39794     
12.2,   71.71465,    -0.39906     
12.2,   71.76521,    -0.40005     
12.2,   71.86134,    -0.40107     
12.3,   71.93770,    -0.40215     
12.3,   72.00574,    -0.40332     
12.3,   72.06933,    -0.40451     
12.3,   72.17449,    -0.40563     
12.3,   72.26239,    -0.40678     
12.3,   72.35403,    -0.40794     
12.4,   72.40829,    -0.40912     
12.4,   72.48405,    -0.41037     
12.4,   72.57925,    -0.41162     
12.4,   72.67001,    -0.41285     
12.4,   72.77789,    -0.41411     
12.4,   72.84299,    -0.41534     
12.5,   72.88011,    -0.41649     
12.5,   72.96589,    -0.41776     
12.5,   73.09629,    -0.41904     
12.5,   73.17017,    -0.42028     
12.5,   73.24055,    -0.42153     
12.5,   73.29637,    -0.42272     
12.6,   73.38081,    -0.42400     
12.6,   73.42476,    -0.42527     
12.6,   73.53254,    -0.42654     
12.6,   73.64403,    -0.42778     
12.6,   73.72915,    -0.42881     
12.6,   73.79435,    -0.42978     
12.7,   73.86353,    -0.43078     
12.7,   73.91875,    -0.43195     
12.7,   73.96133,    -0.43319     
12.7,   74.04070,    -0.43444     
12.7,   74.12477,    -0.43573     
12.7,   74.23387,    -0.43653     
12.8,   74.33454,    -0.43709     
12.8,   74.41612,    -0.43761     
12.8,   74.50493,    -0.43801     
12.8,   74.58346,    -0.43839     
12.8,   74.65427,    -0.43876     
12.8,   74.74077,    -0.43914     
12.9,   74.81234,    -0.43957     
12.9,   74.89500,    -0.44002     
12.9,   74.95013,    -0.44043     
12.9,   75.03980,    -0.44088     
12.9,   75.12693,    -0.44130     
12.9,   75.21109,    -0.44180     
